,label,tfidf,pmi,h_cat,key_phrases,key_words,lda_label,links,cluster_alg,augmented,LDA,plain
45,computer networking,0.008261342956459162,0.03133769578602143,1,0,0,0,0,kmeans_augmented,1,0,0
46,companies by industry and year of establishment,0.007999709513993782,0.030743671360199832,1,0,0,0,0,kmeans_augmented,1,0,0
47,mobile computers,0.00780415884778969,0.03129991342313358,1,0,0,0,0,kmeans_augmented,1,0,0
48,technology companies by year of establishment,0.0077917791809682235,0.030777086691739546,1,0,0,0,0,kmeans_augmented,1,0,0
49,consumer electronics,0.007791017166133459,0.03030101316762407,1,0,0,0,0,kmeans_augmented,1,0,0
50,optics,0.020460197625222228,0.08279699676631788,1,0,0,0,0,kmeans_augmented,1,0,0
51,measurement,0.019056085977211736,0.06957999978564387,1,0,0,0,0,kmeans_augmented,1,0,0
52,electrical engineering,0.018511989987692264,0.06332076504487491,1,0,0,0,0,kmeans_augmented,1,0,0
53,electricity,0.018313525206817866,0.07019455046671251,1,0,0,0,0,kmeans_augmented,1,0,0
54,electronics,0.017245452366473686,0.05788987564212969,1,0,0,0,0,kmeans_augmented,1,0,0
55,electromagnetism,0.016969275028422773,0.06742491275668942,1,0,0,0,0,kmeans_augmented,1,0,0
56,measuring instruments,0.016814234644711976,0.06428316634949585,1,0,0,0,0,kmeans_augmented,1,0,0
57,electrical components,0.01665374260296925,0.06898944851639778,1,0,0,0,0,kmeans_augmented,1,0,0
58,electromagnetic radiation,0.016082148246170002,0.07173925071532143,1,0,0,0,0,kmeans_augmented,1,0,0
59,electronic engineering,0.01576080409960163,0.06359781524663448,1,0,0,0,0,kmeans_augmented,1,0,0
60,tools,0.012421727244574701,0.035407102154356614,1,0,0,0,0,kmeans_augmented,1,0,0
61,equipment,0.01223047598360369,0.03280808616441698,1,0,0,0,0,kmeans_augmented,1,0,0
62,hardlines (retail),0.01203140564285436,0.036220116181849865,1,0,0,0,0,kmeans_augmented,1,0,0
63,manufactured goods,0.011937077851625219,0.032581548531397476,1,0,0,0,0,kmeans_augmented,1,0,0
64,inventions by country,0.010243045748045188,0.03133349329659459,1,0,0,0,0,kmeans_augmented,1,0,0
65,inventions,0.009606063031292925,0.030928513451320028,1,0,0,0,0,kmeans_augmented,1,0,0
66,technology by type,0.009098898895506862,0.022119678866055453,1,0,0,0,0,kmeans_augmented,1,0,0
67,science and technology by country,0.008928388790520247,0.026770572736707434,1,0,0,0,0,kmeans_augmented,1,0,0
68,chinese inventions,0.0087618603203889,0.0338070849021709,1,0,0,0,0,kmeans_augmented,1,0,0
69,history of technology,0.00858272002340591,0.03063494503183219,1,0,0,0,0,kmeans_augmented,1,0,0
