label_id,label
859,Electromagnetic spectrum
860,Radio spectrum
861,1st-century poets
862,Confucianists by nationality
863,Ancient philosophers
864,70s births
865,Writers by nationality
866,Geophysicists
867,Social scientists by nationality
868,Han dynasty
869,Early scientific cosmologies
870,Non-fiction writers
871,Asian philosophers
872,Chinese mechanical engineers
873,Han dynasty poets
874,Ancient scientists
875,People from Henan
876,2nd-century poets
877,Religion in China
878,Ancient mathematicians
879,Poets from Henan
880,130s deaths
881,Ancient astronomy
882,Asian people by religion
883,Mathematicians from Henan
884,Han dynasty people
885,Seismologists
886,People by nationality and religion
887,Confucianism by country
888,2nd-century poems
889,"Politicians from Nanyang, Henan"
890,78
891,2nd-century deaths
892,Han dynasty literature
893,Confucianists
894,Ancient Chinese mathematicians
895,2nd-century Chinese writers
896,Geophysicists by nationality
897,Chinese seismologists
898,Han dynasty politicians from Henan
899,Fluid dynamics
900,2nd-century writers
901,Construction
902,Mechanical engineers by nationality
903,1st-century writers
904,1st-century Chinese writers
905,2nd-century Chinese people
906,Classical Chinese philosophy
907,Physical geography
908,People from Henan by occupation
909,Writers by genre
910,Chinese people in arts occupations
911,Seismology
912,Chinese philosophy
913,1st-century births
914,Fluid power
915,Politicians from Henan
916,Writers from Henan
917,Han dynasty philosophers
918,Ancient Chinese philosophers
919,Eastern philosophers
920,Ancient poets
921,1st-century Chinese poets
922,Chinese literature
923,"Writers from Nanyang, Henan"
924,Engineers from Henan
925,139
926,"Nanyang, Henan"
927,Han dynasty poetry
928,70s
929,Chinese Confucianists
930,Scientists from Henan
931,Ancient Chinese astronomers
932,Philosophers by nationality
933,Han dynasty politicians
934,People by religion and nationality
935,Chinese geophysicists
936,Han dynasty writers
937,Asian writers
938,Confucianism in China
939,"People from Nanyang, Henan"
940,78 births
941,1st-century poems
942,Mathematics of ancient history
943,1st-century Chinese people
944,Mechanical engineers
945,Philosophers from Henan
946,2nd-century Chinese poets
947,Ancient astronomers
948,Chinese physicists
949,139 deaths
950,130s
951,Lists by country
952,Lists
953,Sources of knowledge
954,Asia-related lists
955,Technology-related lists
956,Asian culture by country
957,Culture by country
958,Cognition
959,Asia
960,Geography-related lists
961,Economic history by country
962,Lists by continent
963,Intellectual works
964,Innovation
965,Lists of inventions or discoveries
966,East Asian countries
967,Countries in Asia
968,Observation
969,Culture by ethnicity
970,Economic history of Asia by country
971,China
972,Northeast Asian countries
973,China-related lists
974,Chinese-speaking countries and territories
975,East Asian culture
976,Categories by country
977,Locks of the United Kingdom
978,Canals in England by county
979,Canals in Berkshire
980,Transport in Berkshire
981,Wiltshire
982,Locks of England
983,Canals in England
984,Geography of Wiltshire
985,Buildings and structures in England
986,Buildings and structures in the United Kingdom by locality
987,Canals in Wiltshire
988,Locks of Berkshire
989,Transport in England by locality
990,Buildings and structures in England by county
991,Canals in Somerset
992,Tourist attractions in Wiltshire
993,Kennet and Avon Canal
994,Unitary authority districts of England
995,Transport buildings and structures in England
996,Counties of England established in antiquity
997,Geography of England by county
998,Tourist attractions in England by locality
999,Berkshire
1000,Ceremonial counties
1001,Transport in Wiltshire
1002,South West England
1003,Categories by county of England
1004,Tourist attractions in Berkshire
1005,Districts of England
1006,Buildings and structures in Berkshire
1007,Buildings and structures in Wiltshire
1008,Geography of Berkshire
1009,Locks on the Kennet and Avon Canal
1010,Underground nuclear weapons testing
1011,2009 in Korea
1012,2009
1013,2009 by continent
1014,21st century in North Korea
1015,May
1016,2000s in Korea
1017,2009 by country
1018,May events
1019,Years of the 21st century by country
1020,2000s in North Korea
1021,Nuclear technology in North Korea
1022,Environmental impact of nuclear power
1023,2009 in North Korea
1024,2000s by country
1025,Subterranea (geography)
1026,Years of the 21st century in Asia
1027,2009 in Asia
1028,Years of the 21st century in North Korea
1029,North Korean nuclear weapons testing
1030,2009 events by month
1031,2000s in Asia
1032,Weapon testing
1033,2000s events
1034,Environmental impact of war
1035,Military history of North Korea
1036,Nuclear program of North Korea
1037,Years in North Korea
1038,Nuclear weapon design
1039,Government of North Korea
1040,Environments
1041,Years of the 21st century in Korea
1042,May 2009 events
1043,Decades in North Korea
1044,Controversies in Asia
1045,Health economics
1046,Drinks
1047,Health
1048,Aquatic ecology
1049,Hydroxides
1050,"Clouds, fog and precipitation"
1051,Environmental engineering
1052,Non-alcoholic drinks
1053,Euthenics
1054,Determinants of health
1055,Refrigerants
1056,Earth sciences
1057,Health policy
1058,Social inequality
1059,Health sciences
1060,Water supply
1061,Public sphere
1062,Appropriate technology
1063,Natural resource management
1064,Medical humanities
1065,Environmental technology
1066,Fresh water
1067,Branches of biology
1068,Transparent materials
1069,Water and politics
1070,Chemical engineering
1071,Liquid water
1072,Environment by subject
1073,Politics by issue
1074,Agrarian politics
1075,Environmental health
1076,Branches of geography
1077,Medical specialties
1078,Public health
1079,Food politics
1080,Food and drink
1081,Change
1082,Forms of water
1083,Technological change
1084,Sustainable development
1085,Water management
1086,Liquid dielectrics
1087,Meteorological phenomena
1088,Sky
1089,Phases of matter
1090,Lubricants
1091,Sustainability and environmental management
1092,Nutrition
1093,Natural environment
1094,Solvents
1095,Precipitation
1096,Drinking water
1097,Water and the environment
1098,Hydrology and urban planning
1099,Oxidizing agents
1100,Injustice
1101,Mind
1102,Social status
1103,Emerging technologies
1104,Egalitarianism
1105,Anti-social behaviour
1106,Philosophy of science by discipline
1107,Philosophy of mathematics
1108,Equality rights
1109,Human behavior
1110,Main topic classifications
1111,Assumption
1112,Cybernetics
1113,Problem behavior
1114,Prejudice and discrimination
1115,Computer science
1116,Personhood
1117,Cognitive science
1118,Human rights
1119,Applied ethics
1120,Political concepts
1121,International criminal law
1122,Social liberalism
1123,Information technology
1124,Information ethics
1125,Society
1126,Social issues
1127,Justice
1128,Abuse
1129,Deconstruction
1130,Institutional abuse
1131,Metaphysics
1132,Intelligence by type
1133,Philosophy of technology
1134,Communication of falsehoods
1135,Computing and society
1136,Electronics and society
1137,Concepts in epistemology
1138,Critical thinking
1139,Digital technology
1140,Communication by type
1141,Discrimination
1142,Cyberspace
1143,Machine learning
1144,Continental philosophy
1145,Philosophy of artificial intelligence
1146,Humans
1147,Futurology
1148,Social rejection
1149,Arguments
1150,Criminology
1151,Beginnings
1152,Barriers to critical thinking
1153,Social justice
1154,Ethics of science and technology
1155,Human rights abuses
1156,Bias
1157,Civil rights and liberties
1158,Identity
1159,Inequality
1160,Behavior
1161,Logic
1162,Post-structuralism
1163,Learning
1164,Information science
1165,Critical thinking skills
1166,Thought
1167,Conceptual distinctions
1168,Artificial intelligence
1169,Computing
1170,Hierarchy
1171,Alternate reality
1172,Archival science
1173,Reality
1174,Ignorance
1175,Political philosophy
1176,Information
1177,Library science
1178,Media studies
1179,Philosophy of mind
1180,Emergence
1181,Philosophy by topic
1182,Formal sciences
1183,Technology in society
1184,Computational neuroscience
1185,Philosophy of computer science
1186,Binary operations
1187,Abnormal psychology
1188,Belief
1189,Majority–minority relations
1190,Reasoning
1191,Behavior modification
1192,Structuralism
1193,Areas of computer science
1194,Difference
1195,Behavior by type of animal
1196,Unsolved problems in computer science
1197,Retailing in the United States
1198,Retail company headquarters in the United States
1199,Retail companies of the United States
1200,Corporate headquarters in the United States
1201,Headquarters in the United States
1202,"Arlington County, Virginia"
1203,Corporate headquarters
1204,Companies based in Virginia
1205,Companies based in Virginia by county
1206,Online retailers by country
1207,Internet companies of the United States
1208,Online retailers of the United States
1209,Virginia counties
1210,Companies of the United States by industry
1211,Corporate governance in the United States
1212,Virginia counties on the Potomac River
1213,Retail companies by country
1214,Northern Virginia counties
1215,Companies of the United States by county
1216,Online companies of the United States
1217,Washington metropolitan area
1218,Amazon (company)
1219,Retail companies of North America
1220,"Companies based in Arlington County, Virginia"
1221,1950s aircraft
1222,Experimental aircraft
1223,Abandoned military projects
1224,United States experimental aircraft
1225,Products introduced in 1959
1226,Aerospace engineering
1227,Vehicles of Canada
1228,Vehicles by year of introduction
1229,Lift fan
1230,Powered lift aircraft
1231,Military equipment of the United States
1232,Henri Coandă
1233,Vehicle design
1234,United States military aircraft
1235,1950s United States experimental aircraft
1236,Vehicles introduced in 1959
1237,Aircraft configurations
1238,Canadian experimental aircraft
1239,Aviation history of Canada
1240,Aircraft manufacturers
1241,Aviation by year
1242,VTOL aircraft
1243,1959 in aviation
1244,Transport in Canada
1245,Aircraft by propulsion
1246,1959 introductions
1247,Aircraft
1248,Abandoned military projects of the United States
1249,Aircraft by manufacturer
1250,Military aircraft by country
1251,Aircraft first flown in 1959
1252,1950s experimental aircraft
1253,Aircraft manufactured in Canada
1254,Propeller aircraft
1255,Products by company
1256,Experimental aircraft by country
1257,20th-century aviation
1258,Cancelled aircraft projects
1259,Ducted fan-powered aircraft
1260,United States civil aircraft
1261,Aviation in North America by country
1262,Aviation by country
1263,Cancelled projects in the United States
1264,Aviation history by country
1265,1950s United States aircraft
1266,History of aviation
1267,1950s Canadian experimental aircraft
1268,Avro Canada aircraft
1269,Cancelled military aircraft projects
1270,Aircraft by year of first flight
1271,Cancelled military aircraft projects of the United States
1272,Aircraft manufactured in the United States
1273,1959 in transport
1274,History of transport by country
1275,Aircraft manufactured in the United Kingdom
1276,Abandoned military projects by country
1277,Aircraft by country
1278,Experimental aircraft by era
1279,Vehicles introduced in the 1950s
1280,Flying saucers
1281,History of transport in Canada
