article_id,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,vector_32,vector_33,vector_34,vector_35,vector_36,vector_37,vector_38,vector_39,vector_40,vector_41,vector_42,vector_43,vector_44,vector_45,vector_46,vector_47,vector_48,vector_49,vector_50,vector_51,vector_52,vector_53,vector_54,vector_55,vector_56,vector_57,vector_58,vector_59,vector_60,vector_61,vector_62,vector_63,vector_64,vector_65,vector_66,vector_67,vector_68,vector_69,vector_70,vector_71,vector_72,vector_73,vector_74,vector_75,vector_76,vector_77,vector_78,vector_79,vector_80,vector_81,vector_82,vector_83,vector_84,vector_85,vector_86,vector_87,vector_88,vector_89,vector_90,vector_91,vector_92,vector_93,vector_94,vector_95,vector_96,vector_97,vector_98,vector_99
10,0.145651,-0.431072,0.716433,0.25506,-0.027911,-0.510945,0.83231,-0.818913,-0.149283,0.150822,0.047815,0.454158,-0.56223,-0.109235,0.38874,0.6733,0.150332,-0.335706,1.432131,0.479379,0.49193,-0.392378,0.05526,0.080116,0.135822,-0.528813,-0.502959,0.015464,0.101246,-0.05307,-0.863986,-0.134125,-0.544198,-0.656336,-0.290414,0.568338,0.108099,0.265772,0.046708,-0.033602,0.297037,0.399356,-0.99943,-0.235904,0.238673,-0.172587,-0.2628,-0.118904,-0.048479,0.210005,0.099351,-0.413123,0.405903,-0.550049,-0.189933,0.011325,0.28463,0.34038,0.257556,-0.387904,0.299316,-0.037355,0.259322,-0.412578,0.082393,0.293116,0.647753,0.0015,-0.141271,-0.076749,0.216906,-0.093507,0.031773,-0.035976,-0.152674,-0.49233,-0.680021,0.498782,-0.145827,-0.466233,0.260669,-0.355568,0.063432,-0.583612,-0.084388,0.14419,-0.401189,-0.053307,0.394538,0.252023,0.175594,0.171319,-0.050137,-0.18982,-0.217674,0.083473,-0.411624,-0.089307,0.409414,-0.053446
11,0.100278,0.369987,0.501759,-0.166965,0.22447,0.198221,-0.108672,-0.477598,-0.11766,0.401729,0.161623,0.378026,-0.27768,-0.242975,-0.061892,0.502286,0.920672,-0.656974,0.426715,-0.391975,-0.009705,-1.167106,0.758201,-0.050914,-0.141061,-0.071632,0.242842,0.294223,0.725824,0.235566,-0.165756,0.223843,-0.543204,-0.50363,-0.205236,0.27642,0.114944,-0.055591,-0.328486,-0.518053,0.107369,-0.516684,-0.60146,0.362855,-0.310584,0.138679,-0.127757,0.029581,0.186914,-0.045988,0.427521,0.010052,0.05421,-0.051711,-0.489454,0.273861,0.277475,0.482311,0.072,-0.152719,0.469663,0.211207,-0.080102,-0.007054,-0.236816,0.383055,-0.005707,0.122218,0.194338,0.777968,0.386169,0.471434,-0.224917,0.329189,-0.478026,0.401095,-0.42231,0.048313,-1.02825,0.037762,0.828864,0.273652,-0.046252,-0.424154,-0.853549,0.282291,-0.818075,-0.09364,0.201275,0.316641,-0.200151,0.5704,-0.054642,-0.204852,0.652784,0.112394,-0.235306,0.186601,0.291417,-0.592663
12,0.104586,-0.295131,0.251311,-0.132472,0.086293,-0.370175,0.7609,0.087482,-0.986217,-0.337079,0.162208,0.394113,-0.164385,0.320772,0.073101,-0.183404,0.350168,-0.305757,0.571099,-0.063925,0.280573,0.082414,0.366159,-0.410753,-0.876502,-0.537865,0.122287,0.693603,-0.398733,-0.056102,-0.18893,-0.060405,-0.415941,-0.371654,-0.114976,0.351352,-0.502626,-0.03507,0.32603,-0.628642,-0.303906,0.019877,-0.232682,0.340676,0.290691,0.277145,0.955274,-0.11049,0.069096,0.113416,-0.599556,-0.088994,0.887841,-0.321147,0.817881,-0.611158,1.095356,-0.718104,0.503503,-0.290643,-0.402818,-0.126285,-0.233219,0.326927,-0.073237,0.607448,0.079078,0.002896,-0.109379,0.691714,0.369542,0.137239,-0.26398,-0.275225,-0.344713,-0.364322,-0.515685,0.579956,0.09518,0.060452,0.655624,0.304571,-0.217703,-0.741323,0.301386,0.798379,-0.584457,-0.235284,1.195998,0.519418,0.077275,0.247827,-0.670771,0.21808,-0.187729,0.535794,-0.343978,0.075049,0.061594,-0.650268
13,0.098103,0.046203,0.409189,0.03336,0.217262,-0.74231,-0.143722,-0.462441,0.348169,0.505645,0.083015,0.5269,0.639742,0.128119,0.473581,-0.110031,0.342703,-0.000796,0.996325,0.079786,-0.041266,-0.656375,0.16907,-0.631277,-0.593895,-0.288563,-0.220881,-0.161853,0.623848,-0.110039,-0.259705,-0.002198,-0.280452,-1.063351,0.450619,0.094821,-0.154958,0.329063,-0.763413,0.340371,-0.346331,0.35583,-0.129498,0.002652,0.095265,0.571551,0.525054,0.0599,0.251962,0.221777,-0.006506,-0.044692,0.062677,-0.149064,-1.01549,-0.469787,0.236017,0.299857,0.307248,-0.005106,-0.234082,0.009796,-0.576078,-0.329955,0.15531,1.361861,-0.295837,0.471589,-0.677488,0.53702,-0.233508,0.94929,0.179486,0.263502,-0.788125,-0.717702,-0.73847,-0.187616,-0.773159,-0.290078,0.366511,0.39057,0.209923,-0.74347,0.111652,0.319331,-0.214313,-0.63437,0.138243,-0.027446,-0.045838,-0.005661,0.566594,0.332305,0.226687,-0.003563,0.110692,0.244249,-0.848754,-0.190659
16,-0.118715,-0.15945,-0.388963,0.021154,0.075853,0.663676,-0.022189,-0.534676,-0.173812,0.76046,-0.108146,0.503177,0.22864,0.195019,0.17088,-0.001505,0.309413,0.239602,0.811581,-0.175795,0.301827,-0.071927,-0.150457,0.079184,-0.367895,-0.068676,-0.331134,-0.890849,0.027063,0.354646,-0.149446,-0.235393,-0.276917,-1.029064,-0.302079,0.648974,0.08248,0.025321,-0.180791,0.307059,0.364542,-0.442851,0.03905,0.040765,0.34377,-0.109735,0.266598,-0.528271,0.059517,-0.261552,0.459722,-0.543755,0.090109,-0.242207,0.29674,-0.61044,0.691984,-0.392747,-0.069767,-0.298676,0.096258,-0.557962,-0.440257,0.16084,0.290429,1.068319,-0.141327,0.023922,0.565443,0.61089,-0.17952,0.345808,0.206151,-0.028563,-1.277494,-0.806873,-0.398389,0.007841,-0.643089,-0.453171,0.881996,0.054795,0.342088,-0.532182,-0.261069,0.113819,0.380727,-0.640111,0.170261,0.168511,-0.062378,0.089054,0.200929,0.290806,-0.302872,0.35723,-0.596712,-0.357294,0.148234,-0.681098
17,0.026863,0.114331,0.30882,-0.68418,0.280553,0.226174,-0.398757,-0.067363,-0.182118,-0.063756,0.466014,0.305113,-0.843178,-0.077438,0.241231,0.1711,0.302815,-0.264492,0.03415,0.091284,-0.104866,0.363849,-0.206532,0.440549,-0.307748,-0.700597,-0.802918,-0.386617,0.110144,-0.141029,0.907206,-0.302501,-0.31486,0.004306,-0.386862,0.489539,-0.085514,-0.30266,0.080123,0.316107,0.151562,-0.302149,-0.475277,-0.248689,-0.350217,0.054697,0.401238,-0.010848,-0.046585,0.701764,0.400661,-0.52292,-0.103746,0.526061,-0.276991,-0.071785,0.334258,-0.942665,-0.37689,-0.457083,0.572942,-0.601487,-0.283068,-0.168537,0.153608,-0.244051,0.353343,-0.220273,-0.424266,-0.202947,0.284838,-0.081123,0.507423,-0.124945,-0.429647,-0.128909,-0.35383,-0.258739,-0.783131,-0.098358,0.209295,0.299792,0.019347,0.347613,0.405504,0.519935,-0.125443,-0.475428,0.25831,-0.21994,-0.008962,-0.019983,0.170583,0.090376,0.362568,0.331096,-0.904765,-0.094491,0.157515,0.249211
19,0.291892,-0.318007,0.399996,0.117644,-0.138278,0.30099,-0.101971,-0.33265,-0.606627,-0.044711,0.284354,0.488517,-0.587673,-0.350519,0.273425,-0.019155,0.002572,-0.429674,1.267282,-0.418647,0.210699,-0.116694,-0.125361,-0.119637,-0.054442,-0.247777,-0.026471,-0.039051,0.072675,0.414673,-0.560589,-0.523435,-0.388457,-0.208847,0.089288,0.367516,0.017471,-0.087737,-0.213929,0.150412,-0.038755,-0.017683,0.171506,0.195125,-0.636749,0.328451,0.041093,0.126864,0.524582,-0.047007,0.390846,-0.09967,-0.111046,-0.785259,0.330225,-0.382265,-0.16912,-0.010776,-0.148876,0.601173,-0.127301,-0.215511,-0.230165,-0.191272,0.316741,0.327647,-0.366102,0.247813,0.061309,0.223216,0.30066,0.029228,0.107975,-0.079648,0.199866,-0.380806,-0.10451,-0.09918,-1.041757,-0.744158,0.415352,0.451448,-0.584261,-0.621161,-0.330801,0.412945,-0.041868,0.131324,0.707239,0.04849,-0.254429,0.863662,-0.564895,0.845468,-0.290426,0.864826,-0.655386,0.233233,-0.051184,0.325696
20,0.46827,-0.516019,-0.057056,-0.552851,0.026969,-0.036158,0.238846,-0.713297,-0.301412,0.305769,0.180547,0.224724,-0.09689,-0.59246,0.395452,0.303206,0.624035,-0.30585,0.607268,0.327234,0.246956,0.796015,0.699714,-0.491555,0.298999,0.509699,-0.358784,-0.21986,0.700902,0.451015,-0.421247,0.220912,-0.876207,-0.448776,-0.184101,0.781397,0.360956,0.770858,-0.101436,0.084499,0.768361,0.42026,-0.156278,0.128683,0.144205,0.209616,0.242452,0.13033,-0.327652,0.523254,0.020321,-1.014958,-0.231271,-0.17779,0.212021,-0.32197,0.375351,0.227757,0.19831,-0.486731,0.450546,0.036459,-0.488499,0.003423,-0.044244,0.260219,0.162177,0.50619,-0.358153,0.306197,0.181986,0.120716,-0.16932,0.125141,-0.452043,-0.520392,0.326959,0.245865,-0.275467,-0.561608,0.028403,-0.102679,0.043169,0.005914,-0.484045,0.229619,-0.461789,0.154813,-0.247962,0.071058,-0.147377,0.676156,-0.616367,0.181883,0.368869,0.596463,-0.03441,-0.335906,-0.922906,0.432213
21,0.190927,-0.291328,0.226192,-0.101827,0.137294,-0.22709,0.029233,-0.930243,-0.011858,-0.055817,0.181411,0.297519,-0.219857,-0.615754,0.251342,0.443882,0.624118,0.028659,1.068311,-0.141237,0.868671,-0.114554,0.257394,0.414296,-0.168374,0.078601,0.022243,0.303563,0.357629,0.165086,-0.364933,-0.740329,-0.451942,0.316554,0.276893,0.937473,0.334015,0.018558,0.201793,0.730627,0.256925,-0.281854,0.057723,-0.745924,-0.206624,-0.149183,-0.189191,-0.420982,0.606198,-0.002054,0.068751,-0.145212,0.013464,-0.362712,0.162676,0.594447,-0.234904,-0.703375,-0.538152,0.654998,0.825197,0.342052,0.273891,-0.099272,-0.120554,1.250282,-0.511172,0.709579,0.043511,0.381384,-0.012501,0.805261,0.003482,-0.738616,0.331002,0.17892,-0.032264,-0.047651,-0.623187,-0.092475,0.362994,-0.131723,-0.409716,0.371937,-0.38266,0.327551,-0.492543,-0.216371,-0.043637,-0.932722,-0.511451,0.182619,0.045639,0.422861,-0.363321,0.226743,-0.910276,0.261279,-0.688255,-0.367678
22,-0.001441,-0.210032,0.094061,0.090668,-0.039436,-0.398949,-0.005377,-0.807639,0.14326,0.122705,-0.631064,0.001527,-0.262173,-0.244592,0.667329,0.33516,0.136257,-0.10111,1.107867,0.057255,0.356192,-0.030935,0.304435,-0.153867,0.114194,-0.257139,-0.124897,0.191707,0.852485,-0.113456,-0.402033,-0.3087,-0.438772,-0.051473,0.1996,1.023553,0.361452,0.004546,-0.153334,0.424205,-0.389004,-0.164913,-0.242105,-0.018352,-0.049199,-0.236075,0.15474,-0.387087,0.274089,0.199025,-0.10777,-0.347095,-0.217624,-0.526036,0.399062,-0.159652,0.011014,0.066149,-0.026745,0.123386,0.447547,0.041189,-0.215499,-0.390964,-0.309638,0.828303,-0.446132,0.855842,-0.322842,0.276423,0.447148,0.719202,-0.199712,-0.342951,-0.025623,-0.680733,-0.066923,0.473461,-0.325405,0.014934,0.126503,0.145791,-0.261159,0.125113,-0.226129,-0.041897,-0.412931,0.072761,0.714244,-0.280187,-0.213077,0.284651,-0.016316,0.738486,-0.321847,0.071379,-0.184295,0.163889,-0.835646,-0.473776
23,0.13584,-0.340791,0.493538,0.187853,0.351008,0.312118,0.291874,-0.188297,0.139579,0.570706,0.785188,0.297166,0.261365,-0.359666,-0.089559,0.56701,0.168399,-0.267857,0.826582,-0.547217,0.311332,-0.682371,0.041767,0.043863,-0.533854,-0.34295,0.04799,-0.020517,0.145413,0.391121,0.34026,-0.211012,0.281233,-0.589548,0.006079,0.06226,-0.399521,-0.321558,0.113255,-0.444158,0.488501,-0.40521,0.173039,-0.176892,0.035054,0.181546,0.414868,0.382304,-0.428571,0.396963,-0.180078,-1.146689,0.359838,-0.30103,-0.703723,-0.083935,-0.27248,-0.483029,0.320121,0.056591,0.428375,0.232442,-0.242985,0.216201,-0.687711,0.502042,0.301794,-0.132101,-0.052048,0.607207,0.169469,0.089373,0.128456,0.433346,-0.347199,0.030364,-0.619153,-0.466361,0.258939,-0.532723,0.319553,0.775663,-0.337258,-0.505134,-0.028671,1.099652,-0.430099,0.200712,-0.138635,-0.018408,0.236626,-0.153359,-0.274968,-0.307169,0.097741,0.310567,0.418254,0.190317,-0.78936,-0.077115
24,0.089679,-0.046041,0.475469,0.020659,-0.525892,0.044617,0.407277,-0.076993,-0.361549,-0.028245,0.151914,0.451821,-0.159258,-0.063148,0.13486,-0.283108,0.505426,-0.145997,0.565553,-0.314426,0.430168,-0.035932,0.439181,-0.269849,-0.238174,-0.650482,-0.371433,-0.137087,-0.324802,0.246791,-0.229633,-0.210907,0.124779,-0.196453,0.154529,0.281368,-0.356814,-0.0903,0.449708,-0.541079,0.15083,-0.133153,-0.071207,0.11025,0.280514,0.0106,0.466113,0.024399,0.006028,0.435519,-0.420606,-0.406483,1.017752,0.301473,0.459295,-0.598161,0.288865,-0.813138,0.152115,-0.438366,0.646802,-0.063039,0.131961,0.12553,0.233759,0.673445,-0.041053,0.398857,-0.16554,0.583984,0.399513,0.173077,-0.10257,-0.13184,-0.251781,-0.208157,0.056459,0.402178,-0.269692,-0.613379,0.383428,0.152883,0.308487,-0.804216,-0.16212,0.454518,0.115303,-0.400075,0.48614,0.532934,-0.323165,0.64049,0.325379,0.713433,-0.452909,0.811419,0.10986,0.13593,0.257123,-0.498349
25,0.05719,-0.370661,0.885801,-0.317719,0.150825,-0.569999,0.214945,-0.904421,0.16776,0.831441,0.065999,0.481941,0.048851,-0.157062,0.277336,0.546506,0.809692,-0.046364,0.586075,0.159784,0.020743,-0.104187,0.204248,-0.03144,-0.424028,-0.011541,-1.131452,0.05943,-0.037219,0.87047,-0.0746,-0.594471,0.293074,-0.392536,0.14369,0.947942,0.284526,-0.568217,-0.678183,0.401579,0.164675,0.506264,-0.567284,-0.368168,0.189654,0.251265,-0.470208,0.004505,-0.216221,-0.13307,0.188954,-0.213604,0.58018,-0.824044,-0.032183,-0.314838,0.553091,-0.465188,0.196262,-0.42728,0.805403,0.250145,-0.142223,-0.562172,-0.131659,0.714795,-0.348461,0.215801,0.593114,0.55897,0.507798,-0.015371,-0.32416,-0.383744,-0.224019,-0.540049,-0.593278,-0.108589,-0.350276,-0.366375,-0.203291,0.010207,-0.12387,0.010863,0.405018,-0.306814,-0.52157,0.26661,-0.53134,0.117214,0.392292,0.555912,0.210896,0.959957,-0.715925,-0.218081,-0.411893,-0.246559,0.247178,-0.573922
