label_id,label
468,"Landmarks in Washington, D.C."
469,Restaurants established in 1958
470,"Restaurants in Washington, D.C."
471,"Theatres on the National Register of Historic Places in Washington, D.C."
472,Butter
473,Flora of Malta
474,Olive cultivars
475,Hamburgers (food)
476,1950s in LGBT history
477,Buildings and structures in San Francisco
478,LGBT drinking establishments in California
479,LGBT history in San Francisco
480,Restaurants in San Francisco
481,1924 births
482,1947 deaths
483,1947 murders in the United States
484,20th-century American people
485,20th-century American women
486,American murder victims
487,American women in World War II
488,Black Dahlia case
489,"Burials at Mountain View Cemetery (Oakland, California)"
490,Crimes in Los Angeles
491,Deaths by beating in the United States
492,Deaths from bleeding
493,Female murder victims
494,Hollywood history and culture
495,People from Boston
496,"People from Medford, Massachusetts"
497,People murdered in Los Angeles
498,Restaurant staff
499,Retail clerks
500,Unsolved murders in the United States
501,Vandenberg Air Force Base
502,Candy bars
503,Chocolate bars
504,Japanese confectionery
505,Japanese desserts and sweets
506,Berries
507,Flora of Asia
508,Flora of Europe
509,Ribes
510,1853 establishments in England
511,Breweries in England
512,British companies established in 1853
513,Companies based in Manchester
514,Defunct breweries of the United Kingdom
515,Food and drink companies established in 1853
516,History of Manchester
517,Agricultural pest insects
518,Agrotis
519,Animal migration
520,Australian Aboriginal culture
521,Bushfood
522,Insects as food
523,Moths described in 1832
524,Moths of Australia
525,Moths of New Zealand
526,Taxa named by Jean Baptiste Boisduval
527,Bottled water brands
528,Carbonated water
529,Cuisine of Georgia (country)
530,Food and drink in the Soviet Union
531,Mineral water
532,Soviet brands
533,Chicken breeds
534,Chicken breeds originating in the United States
535,Conservation Priority Breeds of the Livestock Conservancy
536,Ohio culture
537,1953 establishments in Florida
538,2002 mergers and acquisitions
539,Bain Capital companies
540,Burger King
541,"Companies based in Miami-Dade County, Florida"
542,Companies formerly listed on the New York Stock Exchange
543,Corporate inversions
544,Fast-food chains of Canada
545,Fast-food chains of the United States
546,Fast-food franchises
547,Fast-food hamburger restaurants
548,Multinational food companies
549,Restaurants established in 1954
550,Restaurants in Florida
551,Brand name poultry meats
552,Products introduced in 1978
553,Red wine grape varieties
554,Canadian alcoholic drinks
555,Canadian drinks
556,Canadian inventions
557,Clam dishes
558,Food and drink introduced in 1969
559,Cancroidea
560,Commercial crustaceans
561,Crustaceans described in 1758
562,Crustaceans of the Atlantic Ocean
563,Edible crustaceans
564,Chilean wine
565,Cosmetics chemicals
566,Food additives
567,Waxes
568,Apioideae
569,Edible Apiaceae
570,Plant subspecies
571,Root vegetables
572,Carrot dishes
573,Vegetable soups
574,Champagne (wine)
575,Former provinces of France
576,Geography of Grand Est
577,History of Grand Est
578,Wine regions of France
579,1872 births
580,1956 deaths
581,American mycologists
582,Lake Forest Academy alumni
583,Lake Forest College alumni
584,Members of the United States National Academy of Sciences
585,"People from Minonk, Illinois"
586,University of Missouri alumni
587,1993 establishments in Colorado
588,2006 initial public offerings
589,"Companies based in Newport Beach, California"
590,Companies listed on the New York Stock Exchange
591,Corporate spin-offs
592,Cuisine of the Western United States
593,Fast-food Mexican restaurants
594,Fast-food chains of the United Kingdom
595,Fast casual restaurants
596,Restaurants established in 1993
597,Restaurants in Denver
598,Food combinations
599,Snack foods
600,Christian ethics
601,Christian temperance movement
602,Christianity and society
603,Religion and alcohol
604,1977 establishments in California
605,1980s fads and trends
606,2014 mergers and acquisitions
607,Animatronic attractions
608,Apollo Global Management companies
609,"Companies based in Irving, Texas"
610,"Companies based in San Jose, California"
611,Companies that filed for Chapter 11 bankruptcy in 1984
612,Entertainment companies established in 1977
613,Fictional mice and rats
614,Pizza chains of Canada
615,Pizza chains of the United States
616,Pizza franchises
617,Restaurants established in 1977
618,Video arcades
619,Cicadas
620,Cicadomorpha
621,Chili con carne
622,Cuisine of Cincinnati
623,Cuisine of the Midwestern United States
624,Greek-American cuisine
625,Hot dogs
626,Macedonian American history
627,Meat-based sauces
628,Pasta dishes
629,Spaghetti dishes
630,Tomato sauces
631,1910 births
632,1978 deaths
633,20th-century American businesspeople
634,American hoteliers
635,American restaurateurs
636,British hoteliers
637,British restaurateurs
638,French emigrants to the United States
639,French hoteliers
640,French restaurateurs
641,Waldorf Astoria New York
642,Citrus dishes
643,British products with protected designation of origin
644,Cornish cuisine
645,Dairy products
646,Devonshire cuisine
647,Spreads (food)
648,Christmas Island cuisine
649,Crustaceans described in 1767
650,Hermit crabs
651,IUCN Red List data deficient species
652,Terrestrial crustaceans
653,Beetles described in 1824
654,Beetles of Europe
655,Beetles of North America
656,Chrysomelinae
657,Fauna of the Western United States
658,Insects of the United States
659,Potatoes
660,Taxa named by Thomas Say
661,"2006 establishments in Washington, D.C."
662,"Music venues in Washington, D.C."
663,Pizzerias in the United States
664,Restaurants established in 2006
665,Appellations
666,Byzantine cuisine
667,Cypriot wine
668,Dessert wine
669,Medieval wine
670,1682 books
671,Early Modern cookbooks
672,Polish cuisine
673,"Buildings and structures in Napa County, California"
674,"Companies based in Napa County, California"
675,Companies that filed for Chapter 11 bankruptcy in 2008
676,Defunct companies based in California
677,Defunct museums in California
678,Food museums in the United States
679,The Culinary Institute of America
680,Wine industry organizations
681,1964 establishments in Oregon
682,2012 disestablishments in Oregon
683,"Defunct restaurants in Portland, Oregon"
684,Restaurants established in 1964
685,Seafood restaurants in the United States
686,Steakhouses in the United States
687,"Woodstock, Portland, Oregon"
688,Edible legumes
689,Flora of Nepal
690,Nitrogen-fixing crops
691,Vigna
692,Crab dishes
693,Cultural history of the United States
694,Historical foods
695,History of the Thirteen Colonies
696,Food brands of Denmark
697,Food brands of the United Kingdom
698,American snack foods
699,Deep fried foods
700,Cooking techniques
701,Culinary terminology
702,Food preparation techniques
703,Scottish cuisine
704,2014 establishments in Oregon
705,2015 disestablishments in Oregon
706,Diners
707,Restaurants disestablished in 2015
708,Restaurants established in 2014
709,"Southwest Portland, Oregon"
710,2011 establishments in England
711,2011 in London
712,Michelin Guide starred restaurants in the United Kingdom
713,Restaurants established in 2011
714,Restaurants in London
715,Camels
716,Fauna of Iran
717,Fauna of Iraq
718,Fauna of Jordan
719,Fauna of Syria
720,Fauna of the Middle East
721,Fauna of the Sahara
722,Livestock
723,Mammals of Africa
724,Mammals of Asia
725,Mammals of North Africa
726,Mammals of Pakistan
727,Mammals of Somalia
728,Pack animals
729,Vertebrates of the Arabian Peninsula
730,1987 establishments in Australia
731,Companies established in 1987
732,Fast-food chains of Australia
733,Pizza chains of Australia
734,Pizzerias in Australia
735,Restaurants established in 1987
736,1986 establishments in Spain
737,Michelin Guide starred restaurants in Spain
738,Restaurants established in 1986
739,Restaurants in Catalonia
740,1990 establishments in Oregon
741,2014 disestablishments in Oregon
742,"Buckman, Portland, Oregon"
743,Restaurants established in 1990
744,Tex-Mex restaurants
745,Arab cuisine
746,Chickpea dishes
747,Egyptian cuisine
748,Emirati cuisine
749,Iraqi cuisine
750,Israeli cuisine
751,Jordanian cuisine
752,Lebanese cuisine
753,Levantine cuisine
754,Middle Eastern cuisine
755,Palestinian cuisine
756,Street food
757,Syrian cuisine
758,Vegan cuisine
759,Animals in religion
760,Aquatic ecology
761,Fish
762,Fisheries
763,Ichthyology
764,Obsolete vertebrate taxa
765,Paraphyletic groups
766,Seafood
767,English culture
768,Brand name confectionery
769,Brands that became generic
770,Marshmallows
771,Peanut butter
772,1954 books
773,History books
774,Commercial policy
775,Food politics
776,Environmental issues in the United Kingdom
777,Food and drink in the United Kingdom
778,Food waste in the United Kingdom
779,Waste in the United Kingdom
780,Culture of Denver
781,Elvis Presley
782,Peanut dishes
783,108th United States Congress
784,2000s fads and trends
785,American nationalism
786,American political neologisms
787,Euphemisms
788,Fast food
789,France–United States relations
790,Francophobia in North America
791,French fries
792,Iraq War
793,Political correctness
794,Propaganda in the United States
795,French chefs
796,Belgian cuisine
797,Spanish cuisine
798,Types of food
799,Food technology
800,Vending machines
801,American chicken dishes
802,Canadian chicken dishes
803,Chicken dishes
804,European cuisine
805,Fried foods
806,New Zealand cuisine
807,Soul food
808,Australian desserts
809,Culture of South Australia
810,Food and drink introduced in 1922
811,Canadian brands
812,"Companies based in Richmond, British Columbia"
813,Food and drink companies of Canada
814,Food product brands
815,Meat substitutes
816,1972 introductions
817,Biological engineering
818,Biotechnology
819,Emerging technologies
820,Engineering disciplines
821,Genetic engineering
822,Molecular biology
823,Words coined in the 1950s
824,Balkan cuisine
825,Bread dishes
826,Cheese dishes
827,Egg dishes
828,Mediterranean cuisine
829,Pastries
830,Pies
831,Savoury pies
832,British sausages
833,Glamorgan
834,Welsh cuisine
835,2008 establishments in England
836,2008 in London
837,Buildings and structures at Heathrow Airport
838,Restaurants established in 2008
839,2000s television commercials
840,2007 in British television
841,2007 works
842,Animatronics
843,British television commercials
844,Fictional gorillas
845,Phil Collins
846,Television commercials
847,Winners of the Cannes Lions International Advertising Festival Film Grand Prix
848,1870 establishments in Ohio
849,Companies based in Cincinnati
850,Ice cream brands
851,Ice cream parlors
852,Restaurants established in 1870
853,Restaurants in Cincinnati
854,American soft drinks
855,"Economy of Birmingham, Alabama"
856,Economy of New Orleans
857,Grape sodas
858,Products introduced in 1914
859,1860s in France
860,1863 in France
861,1863 in the environment
862,19th century in France
863,French wine
864,Grape pest insects
865,History of wine
866,Natural history of Europe
867,Viticulture
868,Beer in Poland
869,Beer styles
870,Smoked food
871,1947 establishments in Oregon
872,"Defunct nightclubs in Portland, Oregon"
873,"Northwest District, Portland, Oregon"
874,Restaurants established in 1947
875,1894 establishments in Pennsylvania
876,"Companies based in Harrisburg, Pennsylvania"
877,Companies traded over-the-counter in the United States
878,Food and drink companies established in 1894
879,2000 establishments in England
880,2007 in London
881,2016 disestablishments in England
882,Restaurants established in 2000
883,History of companies of the United States
884,KFC
885,1973 establishments in California
886,"Ocean Beach, San Diego"
887,Restaurants established in 1973
888,Restaurants in San Diego
889,Church of the East
890,Eucharistic objects
891,True lobsters
892,Chocolate drinks
893,Christmas food
894,Hot drinks
895,Mexican chocolate
896,Mexican drinks
897,Non-alcoholic drinks
898,Geographical indications in Telangana
899,Hyderabadi cuisine
900,Mughlai cuisine
901,Muhajir cuisine
902,Andrews McMeel Publishing books
903,Jewish cuisine
904,Jewish culture
905,Lemon juice brands
906,Reckitt Benckiser brands
907,Unilever brands
908,Essential oils
909,Flora of Greenland
910,Juniperus
911,Plants used in Native American cuisine
912,Plants used in traditional Native American medicine
913,Spices
914,1930 establishments in Kentucky
915,American companies established in 1930
916,Chicken chains of the United States
917,"Companies based in Louisville, Kentucky"
918,Companies listed on the Indonesia Stock Exchange
919,Companies listed on the Tokyo Stock Exchange
920,Fast-food poultry restaurants
921,Kentucky cuisine
922,"Laurel County, Kentucky"
923,Multinational companies headquartered in the United States
924,Restaurants established in 1930
925,"Restaurants in Louisville, Kentucky"
926,"South Salt Lake, Utah"
927,Yum! Brands
928,Kashrut
929,Ritual slaughter
930,1960 establishments in New York (state)
931,2004 disestablishments in New York (state)
932,Champagne producers
933,Defunct restaurants in New York City
934,French-American culture in New York City
935,French restaurants
936,Midtown Manhattan
937,Restaurants disestablished in 2004
938,Restaurants established in 1960
939,2013 establishments in Ghana
940,Accra
941,Companies based in Accra
942,Individual aircraft
943,Restaurants in Ghana
944,1967 establishments in Washington (state)
945,2000 disestablishments in Washington (state)
946,Chess in the United States
947,Chess places
948,Coffee houses of the United States
949,Coffee in Seattle
950,Counterculture
951,Culture of Seattle
952,Defunct restaurants in the United States
953,History of Seattle
954,Restaurants disestablished in 2000
955,Restaurants established in 1967
956,"University District, Seattle"
957,Lemon drinks
958,1952 establishments in Hawaii
959,Bakeries of the United States
960,Doughnut shops
961,Food and drink companies established in 1952
962,Food trucks
963,Portuguese cuisine
964,Portuguese immigration to Hawaii
965,Restaurants in Hawaii
966,2010 disestablishments in Oregon
967,2011 establishments in Oregon
968,"Companies based in Portland, Oregon"
969,Drinking establishments in Oregon
970,Restaurants disestablished in 2010
971,"Restaurants in Portland, Oregon"
972,English brands
973,English drinks
974,"Malvern, Worcestershire"
975,Soft drinks
976,Springs of England
977,Water
978,1970 births
979,British television chefs
980,Head chefs of Michelin starred restaurants
981,Living people
982,People from Southport
983,Mediterranean
984,1941 births
985,French expatriates in the United Kingdom
986,Honorary Officers of the Order of the British Empire
987,Officers of the Order of Agricultural Merit
988,People from Charolles
989,Roux family
990,Economy of Athens
991,Food and drink companies of Greece
992,Greek Armenians
993,Greek businesspeople
994,1845 books
995,Companies based in Oslo
996,Companies established in 2006
997,Companies listed on the Oslo Stock Exchange
998,Seafood companies of Norway
999,1861 books
1000,Books involved in plagiarism controversies
1001,Ketchup
1002,Mushroom dishes
1003,2003 establishments in South Africa
1004,Buildings and structures in Cape Town
1005,Butcher shops
1006,Restaurants in South Africa
1007,Shops in South Africa
1008,Tourist attractions in Cape Town
1009,Thai sausages
1010,1953 births
1011,"Alumni of Lady Margaret Hall, Oxford"
1012,British Book Award winners
1013,Daughters of barons
1014,English Jews
1015,English atheists
1016,English broadcasters
1017,English journalists
1018,English people of Dutch-Jewish descent
1019,English people of Dutch descent
1020,English people of German-Jewish descent
1021,English people of Latvian-Jewish descent
1022,English television chefs
1023,English television presenters
1024,Food Network chefs
1025,Jewish atheists
1026,Jewish women writers
1027,People educated at Godolphin and Latymer School
1028,"People educated at Westminster School, London"
1029,People from Wandsworth
1030,Restaurant critics
1031,Saatchi family
1032,Salmon family
1033,The Sunday Times people
1034,Victims of domestic abuse
1035,1995 establishments in Colorado
1036,2013 initial public offerings
1037,"Companies based in Broomfield, Colorado"
1038,Noodle restaurants
1039,Regional restaurant chains in the United States
1040,Restaurants established in 1995
1041,1918 establishments in Norway
1042,1975 disestablishments in Norway
1043,Defunct companies of Norway
1044,Defunct hotel chains
1045,Hospitality companies established in 1918
1046,Hotels in Norway
1047,Norsk Spisevognselskap
1048,Norwegian State Railways (1883–1996)
1049,Restaurant chains in Norway
1050,2005 establishments in Oregon
1051,Restaurants established in 2005
1052,Breweries in Canada
1053,Doughnuts
1054,Allium
1055,Flora of Central America
1056,Flora of China
1057,Flora of Mexico
1058,Flora of South America
1059,Flora of the United States
1060,Herbs
1061,Onions
1062,1873 births
1063,1959 deaths
1064,Agriculture educators
1065,American agriculturalists
1066,American food scientists
1067,American people of Swiss descent
1068,Bryant University alumni
1069,Cornell University College of Agriculture and Life Sciences alumni
1070,Dairy educators
1071,"People from La Grange, Illinois"
1072,"People from Lafayette, Indiana"
1073,"People from Tippecanoe County, Indiana"
1074,People from Zürich
1075,Purdue University faculty
1076,Swiss academics
1077,Swiss emigrants to the United States
1078,Action video games
1079,Animal rights media
1080,Beat 'em ups
1081,Browser games
1082,Cooking video games
1083,Flash games
1084,Parody video games
1085,People for the Ethical Treatment of Animals
1086,Platform games
1087,Role-playing video games
1088,Satirical video games
1089,Simulation video games
1090,Video games developed in the United States
1091,Video games featuring anthropomorphic characters
1092,Video games scored by Tommy Tallarico
1093,Cooking appliances
1094,Food processing
1095,Pancakes
1096,2003 establishments in Illinois
1097,Millennium Park
1098,Apiaceae
1099,Australian pies
1100,British pies
1101,Cornish-American history
1102,Cuisine of Minnesota
1103,Cuisine of Wisconsin
1104,Michigan culture
1105,Potato dishes
1106,Stuffed dishes
1107,Upper Peninsula of Michigan
1108,1730s births
1109,1810 deaths
1110,Cookbook writers
1111,German chefs
1112,Polish chefs
1113,Polish food writers
1114,1909 establishments in Minnesota
1115,American chocolate companies
1116,Confectionery companies of the United States
1117,Food and drink companies established in 1909
1118,"Manufacturing companies based in Saint Paul, Minnesota"
1119,Pearson's Candy Company brands
1120,1930 establishments in Washington (state)
1121,Fish markets
1122,Fishing in the United States
1123,Food markets in the United States
1124,Retail buildings in Washington (state)
1125,Tourist attractions in Seattle
1126,2012 controversies
1127,Beef
1128,Cargill
1129,Dysphemisms
1130,Ground meat
1131,Meat industry
1132,Pejoratives
1133,Products introduced in 2001
1134,Words and phrases introduced in 2002
1135,Words coined in the 2000s
1136,Flora of the Lesser Sunda Islands
1137,Indonesian cuisine
1138,Piper (plant)
1139,Pizza
1140,Processed cheese
1141,Types of cheese
1142,British cakes
1143,German cakes
1144,Plum dishes
1145,Edible algae
1146,Flora of California
1147,Flora of the Pacific
1148,Flora of the West Coast of the United States
1149,Laminariaceae
1150,Laminariales genera
1151,Marine biota of North America
1152,Monotypic brown algae genera
1153,Sea vegetables
1154,Portal (video game series)
1155,Promotional alternate reality games
1156,Domesticated birds
1157,Meat
1158,Poultry
1159,1999 establishments in England
1160,1999 in London
1161,Knightsbridge
1162,Brassiceae
1163,Radishes
1164,1934 establishments in New York (state)
1165,Drinking establishments in Manhattan
1166,Italian-American culture in New York City
1167,Nightclubs in Manhattan
1168,Restaurants established in 1934
1169,Restaurants in Manhattan
1170,Rockefeller Center
1171,Keurig Dr Pepper brands
1172,White wine grape varieties
1173,1900s architecture in the United States
1174,1902 establishments in Oregon
1175,1980 establishments in Oregon
1176,American Craftsman architecture in Oregon
1177,Classical music in the United States
1178,"Culture of Portland, Oregon"
1179,Houses completed in 1902
1180,"Reportedly haunted locations in Portland, Oregon"
1181,Restaurants established in 1980
