article_id,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,vector_32,vector_33,vector_34,vector_35,vector_36,vector_37,vector_38,vector_39,vector_40,vector_41,vector_42,vector_43,vector_44,vector_45,vector_46,vector_47,vector_48,vector_49,vector_50,vector_51,vector_52,vector_53,vector_54,vector_55,vector_56,vector_57,vector_58,vector_59,vector_60,vector_61,vector_62,vector_63,vector_64,vector_65,vector_66,vector_67,vector_68,vector_69,vector_70,vector_71,vector_72,vector_73,vector_74,vector_75,vector_76,vector_77,vector_78,vector_79,vector_80,vector_81,vector_82,vector_83,vector_84,vector_85,vector_86,vector_87,vector_88,vector_89,vector_90,vector_91,vector_92,vector_93,vector_94,vector_95,vector_96,vector_97,vector_98,vector_99
12,-0.266426,-0.057925,-0.635294,-0.470526,0.037077,0.174214,0.191163,-0.500084,0.478074,-0.011588,0.656492,0.86893,-0.001343,-0.144165,0.317412,0.054828,0.199596,0.753785,0.392234,0.120721,0.55083,0.108679,-0.415894,0.214605,0.356689,-0.12595,0.508293,-0.39298,0.699253,0.043352,0.07501,-0.436745,0.055786,-0.624181,-0.049314,0.386132,-0.131247,-0.64678,0.489372,0.294353,-0.309701,-0.302348,-0.261974,-0.615693,0.354137,0.172709,1.259025,-0.318031,-0.550044,0.108243,0.466326,0.091048,0.816775,0.394752,-0.124972,-0.128708,0.808777,-0.238142,0.640031,0.194924,1.133134,-0.1362,-0.844597,0.098423,0.254907,0.669237,-0.097469,0.050837,-0.01773,0.268679,-0.200291,0.425482,0.104715,0.399644,-0.186248,0.1684,-0.091027,-0.163572,-0.812489,-0.25728,-0.114506,0.644679,1.153502,-0.038756,-0.002835,0.487429,-0.296137,-0.259794,-0.625264,-0.13853,-0.108163,0.82687,0.198818,-0.161809,-1.167789,0.748086,0.040085,-0.20595,0.046086,-0.183994
13,-0.088539,0.282008,0.756186,-0.298878,0.280552,0.263787,0.526423,0.140621,-0.314713,0.382924,-0.279232,0.246245,0.186227,-0.288724,0.742433,0.281405,0.46609,-0.228685,0.325072,0.052872,0.419622,0.086623,-0.394733,0.269415,-0.236957,0.613863,-0.449648,0.139407,0.124314,0.846128,0.431448,-0.236716,-0.52237,0.346934,-0.186821,0.518221,0.265518,0.764385,0.526024,0.943555,-0.559469,-0.419562,0.155581,-0.670307,-0.50253,-0.350763,0.416451,0.741174,0.032322,0.359807,0.540327,-0.491958,0.713078,0.664171,0.23449,0.226556,0.439535,0.135184,-0.884259,-0.395001,-0.086918,-0.534921,-0.103396,0.2818,-0.078343,-0.17214,-0.141852,-0.439247,0.271349,0.43218,0.476648,0.144647,0.157894,0.092069,0.295954,-0.607264,0.315251,-0.381388,-0.391146,-0.377673,0.224841,0.434832,0.713339,-0.414689,-0.043339,-0.370904,0.063323,0.261332,0.250181,0.7781,-0.043371,0.320625,0.066937,0.293826,-0.091873,-0.745061,-0.331455,0.065191,-0.026408,0.103939
14,-0.006792,0.285766,0.957159,-0.031335,0.228357,0.32812,-0.047123,-0.27535,-0.038091,-0.521569,0.379479,0.444808,0.290635,-0.225647,0.898437,0.430936,1.086173,-0.1809,-0.151456,-0.298271,0.130463,-0.156712,-0.002545,-0.018347,0.489637,0.028153,0.007297,-0.372246,0.335732,-0.614521,0.114967,-0.082946,-0.315402,-0.056743,-0.249326,0.352946,-0.189648,-0.696518,0.172089,0.092963,-0.768545,-0.702235,-0.367424,0.743621,0.362639,0.758264,0.065314,-0.000686,0.013712,-0.086459,0.607197,-1.066021,-0.283435,0.893972,0.25424,0.066308,-0.773743,-0.298348,-0.683425,0.008729,0.883098,-0.772074,0.041868,0.079223,-0.067705,-0.163131,0.028756,-0.202854,-0.041537,0.112825,0.299541,0.095243,-0.735626,-0.293415,-0.376796,-0.224765,-0.888795,0.494032,-0.212597,0.642233,0.435128,1.056053,-0.216531,-0.087794,0.521184,0.414812,-0.109687,0.485081,-0.537771,-0.101752,-0.446725,-0.20405,0.262939,0.459122,-0.135545,-0.040585,-1.27471,-0.159723,0.571166,0.018018
15,0.17952,-0.413237,-0.360114,-0.431705,0.009703,0.091234,-0.211161,-0.29902,0.018729,-0.073099,0.350118,0.46217,-0.054504,-0.182241,0.401383,0.161633,0.602793,0.84099,0.345148,-0.362933,0.355927,-0.069383,0.118218,0.790667,0.129022,-0.536225,0.392405,0.391101,0.31334,0.041659,0.307327,-0.068397,-0.357286,0.499812,0.225118,0.048814,-0.45549,0.41836,-0.064391,-0.445958,-0.199415,-0.262494,0.105282,-0.766177,0.519566,0.346329,0.80789,-0.156909,-0.520228,0.063775,0.450194,-0.476459,0.319376,0.041118,0.251543,-0.442941,-0.027164,-0.539913,-0.399484,-0.425036,0.571318,-0.252038,-0.456148,0.243173,0.291449,-0.233177,-0.113847,-0.50511,-0.187968,-0.307689,0.76698,0.047761,-0.055072,-0.26113,-1.018155,-0.074568,-0.914212,-0.217525,0.504625,0.34188,0.311482,0.647494,0.035504,-0.108039,-0.048876,0.15282,-0.031172,0.44987,-0.199329,0.313155,0.394202,0.384195,-0.286853,0.336633,-0.304125,-0.232257,-0.034653,-0.079252,0.378899,-0.028103
16,0.148003,0.097804,0.572211,0.145676,0.164792,-0.625343,-0.426638,-0.328134,-0.379984,0.36998,0.375666,0.720819,-0.664699,0.055483,0.454813,0.268561,0.639742,0.889507,-0.064131,-0.071494,0.259473,0.204503,0.469242,0.01768,0.327247,-0.022115,-0.091181,0.070482,0.048765,-0.266177,-0.039714,0.121257,-0.175229,-0.281539,0.418339,0.619857,0.301923,-0.246404,1.146497,0.005047,0.061666,0.061573,0.507816,0.22978,0.017207,0.024804,0.213586,0.008882,-0.536502,0.124844,0.438027,-0.238566,0.254615,0.218523,-0.027438,-0.361913,0.389596,-0.102965,0.31038,-0.25933,0.564326,-0.451125,-0.551077,-0.402556,-0.160987,0.202469,0.195766,-0.103608,0.037646,0.420127,0.322216,-0.364164,-0.396064,0.152945,-0.146612,-0.261854,-0.546434,-0.313113,-0.515615,-0.724724,-0.169658,0.822209,0.347298,-0.730438,0.345957,-0.05671,-0.725813,-0.235635,-0.016476,0.166671,0.447668,0.051359,-0.428035,-0.082111,0.010158,-0.356681,-0.342006,0.027677,-0.082919,0.083201
18,-0.093508,-0.405413,0.096135,-0.39038,0.619174,0.084497,0.203687,0.048528,-0.695531,0.216601,0.38641,-0.074199,-0.496659,-0.346801,-0.077319,-0.146406,0.231556,0.632273,-0.017186,0.248176,-0.110083,0.186839,-0.130507,-0.122087,-0.273959,-0.450384,0.137795,0.843609,0.051009,0.430416,-0.240065,0.187123,-0.888199,-0.477585,-0.135935,0.429629,-0.214107,0.414272,0.353467,0.012332,-0.690196,-0.058632,0.354774,-0.281076,0.29723,0.105074,0.208862,0.30705,0.098237,0.131334,0.625172,-0.656923,0.081022,0.298283,-0.088668,-0.446016,0.379463,-0.085369,-0.142974,-0.382811,0.297429,-0.09982,-0.298642,0.216987,0.244359,-0.006073,0.164713,-0.315597,0.205435,0.417477,-0.015616,0.104414,0.197767,-0.185789,0.140286,-0.369673,-0.357293,-0.115515,0.573615,-0.018441,-0.182301,0.179827,-0.034223,-0.622096,-0.010072,0.204133,-0.027944,0.079182,-0.156373,-0.024272,0.167829,0.212712,0.399459,0.406941,-0.15494,0.203726,-0.030722,-0.013449,-0.011552,-0.32866
19,-0.089266,-0.224542,0.243912,-0.376264,0.026388,-0.244381,0.202283,-0.223963,-0.158908,0.416454,0.555269,0.069563,-0.110482,0.157536,0.389734,0.523329,0.259795,0.393155,0.064407,0.028354,0.145461,0.024939,-0.435557,0.149374,-0.361308,-0.295727,-0.493918,0.004095,-0.212372,0.466339,0.41792,-0.36016,-0.649777,0.225991,0.083926,0.268303,-0.238732,0.081769,0.265571,0.378295,-0.004673,-0.03644,0.217318,-0.027232,-0.089081,0.048391,0.666432,0.120269,0.241967,0.358724,-0.235643,-0.041097,0.431178,0.10628,0.108844,-0.124475,0.673814,0.317622,-1.030388,-0.292598,0.198765,-0.547052,0.055914,0.245808,-0.690681,0.009294,-0.280076,-0.449947,-0.368171,0.012963,0.550051,-0.299866,0.60881,-0.362813,-0.45653,-0.204288,-0.502103,-0.438177,-0.958029,-0.195665,-0.156753,0.290193,0.218592,-0.089664,0.183986,0.133829,-0.215439,-0.013863,0.618784,0.493305,0.10247,-0.140524,0.033587,-4.2e-05,-0.050518,0.016872,-0.138246,-0.048728,-0.519485,-0.141884
20,-0.329097,0.461353,0.475639,-0.647039,-0.047495,0.076235,0.083563,-0.732027,0.075492,0.71183,0.442399,0.644837,-1.015379,-0.143105,-0.124959,0.365461,0.343419,0.350156,0.1515,-0.016149,0.47899,0.241076,-0.389857,-0.36504,-0.043521,-0.319047,-0.009736,-0.117788,-0.085802,0.283039,0.21228,-0.440331,-0.552342,-0.138722,-0.281508,0.542208,-0.166868,0.112189,0.136904,0.506491,-0.110635,-0.584898,0.006588,-0.375039,-0.636769,0.266856,0.498639,0.851803,-0.076228,0.70168,0.206682,-0.033273,-0.115289,0.30719,0.556514,-0.337319,0.667412,-0.106947,-0.539577,0.129043,-0.016875,0.343226,-0.491992,-0.158552,-0.121855,-0.179866,0.26922,-0.381402,-0.733665,-0.088919,0.36325,0.071745,0.257342,-0.564943,-0.323071,-0.38445,-0.318607,-0.306691,-0.764393,-0.078408,0.188355,0.220418,0.18794,-0.309253,0.377736,0.588972,0.160807,-0.41325,-0.146866,0.084717,0.087787,0.099572,-0.514362,0.007383,-0.491828,0.069914,-0.325483,-0.094021,-0.574081,-0.557441
21,0.600822,-0.326688,-0.387522,-0.26332,-0.198756,0.554618,-0.370261,-0.542453,-0.685247,0.962641,0.467452,0.531171,0.133342,0.164508,0.323091,0.681857,0.896033,-0.098836,0.583739,-0.337308,0.454121,0.20328,0.028094,-1.007993,-0.563549,-0.037341,0.59278,0.055697,1.155548,0.021502,-0.409155,0.328907,0.441206,0.91619,-0.089575,0.234618,0.180145,-0.067263,0.073334,0.274405,0.711656,-0.471239,0.121247,-0.414704,0.474,0.237098,0.222813,-0.412926,0.052266,-0.363884,0.320686,-0.992688,0.303628,0.336411,-0.694747,0.392413,-0.05525,0.202445,0.229483,0.215791,0.536705,0.198442,0.582479,-0.072129,-0.109781,1.099663,0.374926,-0.757562,-0.116233,0.26567,0.211462,0.632809,-0.104743,0.505836,-0.434125,-0.704196,-0.203886,0.028271,0.53743,-0.546051,0.581793,0.787105,0.240261,-0.839871,0.564264,0.447607,-0.349977,-0.605423,0.215212,0.152874,0.497624,0.354696,-0.312342,0.547264,0.37683,0.133158,-0.510134,0.781576,-0.626732,-0.377852
22,-0.105105,-0.546003,0.543765,0.42755,0.514297,-0.041225,0.388223,-0.386516,-0.419561,0.250926,0.257104,0.078281,-0.448454,0.308341,0.094329,-0.002021,0.206676,0.663264,0.818139,-0.088506,-0.07631,0.357258,-0.888698,0.606831,-0.737361,-0.302305,-0.348468,0.545999,0.75745,0.546763,-0.066923,-0.105004,-1.211407,0.013101,-0.077468,0.077999,0.028647,0.113601,0.065759,0.533251,-0.240384,-0.137619,0.748295,-0.233278,-0.107005,0.10975,0.504673,0.00034,-0.244363,0.422703,0.561359,-0.399932,0.125869,-0.247048,0.034163,-0.319575,0.188419,0.095405,0.479471,-0.324316,0.64428,-0.143249,-0.038328,-0.349604,-0.664118,0.140643,0.116939,-1.047039,0.336926,0.020354,-0.036673,-0.07763,0.211441,-0.284565,-0.348128,-0.640838,0.225229,0.123145,-0.573414,0.328327,0.30354,0.325179,0.035374,-0.572717,0.320961,0.295443,-0.284048,-0.16656,0.410121,0.297768,0.082178,0.549489,-0.196374,-0.071594,0.557051,-0.002133,0.220308,-0.543587,-0.268281,-0.248699
23,0.026863,0.114331,0.30882,-0.68418,0.280553,0.226174,-0.398757,-0.067363,-0.182118,-0.063756,0.466014,0.305113,-0.843178,-0.077438,0.241231,0.1711,0.302815,-0.264492,0.03415,0.091284,-0.104866,0.363849,-0.206532,0.440549,-0.307748,-0.700597,-0.802918,-0.386617,0.110144,-0.141029,0.907206,-0.302501,-0.31486,0.004306,-0.386862,0.489539,-0.085514,-0.30266,0.080123,0.316107,0.151562,-0.302149,-0.475277,-0.248689,-0.350217,0.054697,0.401238,-0.010848,-0.046585,0.701764,0.400661,-0.52292,-0.103746,0.526061,-0.276991,-0.071785,0.334258,-0.942665,-0.37689,-0.457083,0.572942,-0.601487,-0.283068,-0.168537,0.153608,-0.244051,0.353343,-0.220273,-0.424266,-0.202947,0.284838,-0.081123,0.507423,-0.124945,-0.429647,-0.128909,-0.35383,-0.258739,-0.783131,-0.098358,0.209295,0.299792,0.019347,0.347613,0.405504,0.519935,-0.125443,-0.475428,0.25831,-0.21994,-0.008962,-0.019983,0.170583,0.090376,0.362568,0.331096,-0.904765,-0.094491,0.157515,0.249211
24,-0.422038,-0.514385,0.561238,-0.244349,0.011323,-0.065714,0.044006,-0.122023,-0.227185,0.389729,0.197031,0.134257,-0.638632,-0.238314,-0.034586,0.058604,0.391258,0.539718,-0.007536,0.439986,0.201685,0.7415,-0.205414,0.010122,-0.009871,-0.233264,0.168406,0.385015,0.183934,0.214758,-0.165005,0.09481,-0.617065,-0.513237,-0.198496,0.304921,-0.075936,0.237167,-0.070694,0.093683,-0.360952,-0.213103,0.564899,-0.102861,-0.104223,0.407338,0.101393,0.193703,-0.142994,0.222315,0.337147,-0.211395,0.016738,0.253652,0.027625,-0.277668,0.050824,-0.34629,-0.126146,0.063271,0.353141,-0.085653,-0.301322,0.406097,-0.392866,0.064878,0.200337,-0.33605,0.376604,0.050757,0.418201,0.023657,0.508105,-0.345096,0.006561,-0.2622,-0.688428,-0.113094,-0.005888,0.22076,0.237581,0.428392,-0.109078,0.085723,0.380941,0.233956,-0.046429,-0.192677,0.130485,0.311415,0.133409,0.380393,-0.1456,0.130387,-0.244268,-0.05131,-0.406938,0.145445,-0.006185,-0.456749
25,-0.238992,0.199034,-0.57558,0.236065,0.627468,-0.253892,0.370532,-0.491054,-0.906678,-0.23823,0.366076,0.067859,0.494296,0.223473,0.563457,-0.044723,0.994025,0.375203,0.44413,-0.202171,0.242192,-0.073097,-0.292313,-0.238118,-1.017995,-0.209557,-0.376653,0.581536,0.589446,0.572001,0.687349,-0.820078,-0.702271,-0.165457,0.374989,0.152875,-0.496018,0.006483,-0.023,0.956078,-0.575971,-0.136395,0.223471,-0.050705,0.269088,-0.373248,-0.186928,0.576496,0.872893,0.441655,0.402544,-1.028705,0.341701,0.362424,0.045137,-0.593795,-0.099512,0.104982,0.118739,0.124682,0.390916,-0.55722,-0.087563,-0.688958,0.134164,-0.079257,0.793933,0.240631,-0.441672,0.180791,0.792299,0.567248,-0.400491,0.084273,-0.499718,0.029663,-0.591299,0.189318,-0.310237,-0.135896,0.307909,-0.106672,-0.222633,0.351971,-0.040608,-0.189272,0.015653,-0.493992,-0.152361,-0.273109,-0.594669,-0.026815,-0.170932,0.079582,-0.07825,0.411654,-0.264973,0.064874,-0.480947,-0.02206
