,article_name,country,treatment
136,Microprocessor,1,kmeans_plain
137,Microscope,1,kmeans_plain
138,Nanomaterials,1,kmeans_plain
139,National Institute of Standards and Technology,1,kmeans_plain
140,Nickel–cadmium battery,1,kmeans_plain
141,Nickel–metal hydride battery,1,kmeans_plain
142,Night vision,1,kmeans_plain
143,OLED,1,kmeans_plain
144,Optical microscope,1,kmeans_plain
145,Passive infrared sensor,1,kmeans_plain
146,Photovoltaics,1,kmeans_plain
147,Plasma display,1,kmeans_plain
148,Power-line communication,1,kmeans_plain
149,Power electronics,1,kmeans_plain
150,Power inverter,1,kmeans_plain
151,Programmable logic controller,1,kmeans_plain
152,Pulse oximetry,1,kmeans_plain
153,Quantum dot display,1,kmeans_plain
154,Radiography,1,kmeans_plain
155,Rechargeable battery,1,kmeans_plain
156,Resistance thermometer,1,kmeans_plain
157,Rotary encoder,1,kmeans_plain
158,Scanning tunneling microscope,1,kmeans_plain
159,Semiconductor,1,kmeans_plain
160,Sodium-vapor lamp,1,kmeans_plain
161,Solar cell efficiency,1,kmeans_plain
162,Solar panel,1,kmeans_plain
163,Solenoid,1,kmeans_plain
164,Stereoscopy,1,kmeans_plain
165,Strain gauge,1,kmeans_plain
166,Surface-mount technology,1,kmeans_plain
167,Surge protector,1,kmeans_plain
168,Telescope,1,kmeans_plain
169,Temperature measurement,1,kmeans_plain
170,Thermographic camera,1,kmeans_plain
171,Thin-layer chromatography,1,kmeans_plain
172,Three-phase electric power,1,kmeans_plain
173,Time-of-flight camera,1,kmeans_plain
174,Tomography,1,kmeans_plain
175,Transcranial magnetic stimulation,1,kmeans_plain
176,Wafer (electronics),1,kmeans_plain
177,Waveguide,1,kmeans_plain
178,Wavelength-division multiplexing,1,kmeans_plain
179,Wheatstone bridge,1,kmeans_plain
180,Yagi–Uda antenna,1,kmeans_plain
181,10 nanometer,1,kmeans_plain
182,5 nanometer,1,kmeans_plain
183,7 nanometer,1,kmeans_plain
184,Alkaline battery,1,kmeans_plain
185,Analog signal,1,kmeans_plain
186,Barcode reader,1,kmeans_plain
187,Capacitive sensing,1,kmeans_plain
188,Charge-coupled device,1,kmeans_plain
189,Counter (digital),1,kmeans_plain
190,Crystallography,1,kmeans_plain
191,Datasheet,1,kmeans_plain
192,Digital image processing,1,kmeans_plain
193,Electric arc,1,kmeans_plain
194,Electrode,1,kmeans_plain
195,Encoder,1,kmeans_plain
196,Ferrite bead,1,kmeans_plain
197,Fluorescence microscope,1,kmeans_plain
198,Image sensor,1,kmeans_plain
199,Image sensor format,1,kmeans_plain
200,Measuring instrument,1,kmeans_plain
201,Photoresistor,1,kmeans_plain
202,Projector,1,kmeans_plain
203,Proximity sensor,1,kmeans_plain
204,Schematic,1,kmeans_plain
205,Semiconductor industry,1,kmeans_plain
206,Sensor,1,kmeans_plain
207,Solar lamp,1,kmeans_plain
208,Spectrogram,1,kmeans_plain
209,Stereolithography,1,kmeans_plain
210,Thermography,1,kmeans_plain
211,Transducer,1,kmeans_plain
212,Transmitter,1,kmeans_plain
213,San Francisco,2,kmeans_plain
214,Bomis,2,kmeans_plain
215,FreeBSD,2,kmeans_plain
216,HDMI,2,kmeans_plain
217,Hitachi Magic Wand,2,kmeans_plain
218,PlayStation,2,kmeans_plain
219,Rebel Heart Tour,2,kmeans_plain
220,Steam (software),2,kmeans_plain
221,Barcode,2,kmeans_plain
222,BlackBerry,2,kmeans_plain
223,Consumer Electronics Show,2,kmeans_plain
224,Dell,2,kmeans_plain
225,Google Play,2,kmeans_plain
226,IBM,2,kmeans_plain
227,IPod,2,kmeans_plain
228,IPod Nano,2,kmeans_plain
229,IPod Shuffle,2,kmeans_plain
230,ITunes,2,kmeans_plain
231,Microsoft,2,kmeans_plain
232,Microsoft Windows,2,kmeans_plain
233,Radio-frequency identification,2,kmeans_plain
234,Sony,2,kmeans_plain
235,Swift (programming language),2,kmeans_plain
236,Telephone exchange,2,kmeans_plain
237,Unix,2,kmeans_plain
238,Video game,2,kmeans_plain
239,Zune,2,kmeans_plain
240,Acer Inc.,2,kmeans_plain
241,Active Directory,2,kmeans_plain
242,Altran,2,kmeans_plain
243,Amlogic,2,kmeans_plain
244,Apple Watch,2,kmeans_plain
245,Application programming interface,2,kmeans_plain
246,Avaya,2,kmeans_plain
247,BIOS,2,kmeans_plain
248,BlackBerry Limited,2,kmeans_plain
249,Bleacher Report,2,kmeans_plain
250,Brian Krzanich,2,kmeans_plain
251,CA Technologies,2,kmeans_plain
252,Citrix Systems,2,kmeans_plain
253,Computer data storage,2,kmeans_plain
254,Dell EMC,2,kmeans_plain
255,Desktop computer,2,kmeans_plain
256,Display resolution,2,kmeans_plain
257,Electronic Data Systems,2,kmeans_plain
258,Ethernet,2,kmeans_plain
259,Firmware,2,kmeans_plain
260,Fitbit,2,kmeans_plain
261,GPS navigation device,2,kmeans_plain
262,GSM,2,kmeans_plain
263,GameCube,2,kmeans_plain
264,General Electric,2,kmeans_plain
265,Google,2,kmeans_plain
266,Google Nexus,2,kmeans_plain
267,Gorilla Glass,2,kmeans_plain
268,Graphical user interface,2,kmeans_plain
269,Graphing calculator,2,kmeans_plain
270,HBO Go,2,kmeans_plain
271,HP Inc.,2,kmeans_plain
272,HTTPS,2,kmeans_plain
273,Haptic technology,2,kmeans_plain
274,Hard disk drive,2,kmeans_plain
275,Hewlett-Packard,2,kmeans_plain
276,History of Google,2,kmeans_plain
277,History of video games,2,kmeans_plain
278,Hyper-threading,2,kmeans_plain
279,IBM Personal Computer,2,kmeans_plain
280,IBM System i,2,kmeans_plain
281,ICloud,2,kmeans_plain
282,IEEE 802.11ax,2,kmeans_plain
283,IOS,2,kmeans_plain
284,IPhone,2,kmeans_plain
285,IPhone 6S,2,kmeans_plain
286,IPod Classic,2,kmeans_plain
287,I Am Rich,2,kmeans_plain
288,Infineon Technologies,2,kmeans_plain
289,Internet Archive,2,kmeans_plain
290,Intuit,2,kmeans_plain
291,John McAfee,2,kmeans_plain
292,Laptop,2,kmeans_plain
293,Lenticular printing,2,kmeans_plain
294,Linux,2,kmeans_plain
295,MacOS,2,kmeans_plain
296,Magnetic stripe card,2,kmeans_plain
297,Miracast,2,kmeans_plain
298,Mobile operating system,2,kmeans_plain
299,Mobile payment,2,kmeans_plain
300,Mobile phone,2,kmeans_plain
301,Mobile phone tracking,2,kmeans_plain
302,Modem,2,kmeans_plain
303,Mojibake,2,kmeans_plain
304,Motorola Mobility,2,kmeans_plain
305,Motorola Razr,2,kmeans_plain
306,Multi-core processor,2,kmeans_plain
307,Network interface controller,2,kmeans_plain
308,Nexus 6P,2,kmeans_plain
309,Novell,2,kmeans_plain
310,OS X Mavericks,2,kmeans_plain
311,OS X Yosemite,2,kmeans_plain
312,OnePlus One,2,kmeans_plain
313,Open-source hardware,2,kmeans_plain
314,Optical disc,2,kmeans_plain
315,Oracle Corporation,2,kmeans_plain
316,Overclocking,2,kmeans_plain
317,Pager,2,kmeans_plain
318,Pixel (smartphone),2,kmeans_plain
319,Planned obsolescence,2,kmeans_plain
320,PlayStation Vita,2,kmeans_plain
321,Plotter,2,kmeans_plain
322,QR code,2,kmeans_plain
323,Qualcomm,2,kmeans_plain
324,Random-access memory,2,kmeans_plain
325,Samsung Galaxy Note series,2,kmeans_plain
326,Server (computing),2,kmeans_plain
327,Silicon Graphics,2,kmeans_plain
328,Single-page application,2,kmeans_plain
329,Smart TV,2,kmeans_plain
330,Smart card,2,kmeans_plain
331,Smartphone,2,kmeans_plain
332,Snap Inc.,2,kmeans_plain
333,Solid-state drive,2,kmeans_plain
334,Sony Mobile,2,kmeans_plain
335,Speech recognition,2,kmeans_plain
336,Stingray phone tracker,2,kmeans_plain
337,Sun Microsystems,2,kmeans_plain
338,Supercomputer,2,kmeans_plain
339,Theranos,2,kmeans_plain
340,Tim Berners-Lee,2,kmeans_plain
341,TomTom,2,kmeans_plain
342,Transport Layer Security,2,kmeans_plain
343,USB,2,kmeans_plain
344,VHS,2,kmeans_plain
345,Verizon Wireless,2,kmeans_plain
346,Voice over IP,2,kmeans_plain
347,Walkman,2,kmeans_plain
348,Web application,2,kmeans_plain
349,Wi-Fi,2,kmeans_plain
350,Wi-Fi Direct,2,kmeans_plain
351,Windows Phone,2,kmeans_plain
352,Wired (magazine),2,kmeans_plain
353,World Wide Web,2,kmeans_plain
354,X (company),2,kmeans_plain
355,Xiaomi,2,kmeans_plain
356,YouTube,2,kmeans_plain
357,3D computer graphics,2,kmeans_plain
358,Android One,2,kmeans_plain
359,AngelList,2,kmeans_plain
360,Apple File System,2,kmeans_plain
361,Backward compatibility,2,kmeans_plain
362,Bandwidth (computing),2,kmeans_plain
363,Biometric passport,2,kmeans_plain
364,Broadridge Financial Solutions,2,kmeans_plain
365,Chief technology officer,2,kmeans_plain
366,Contactless payment,2,kmeans_plain
367,Digital camera,2,kmeans_plain
368,Foxconn,2,kmeans_plain
369,HTTP Live Streaming,2,kmeans_plain
370,Hewlett Packard Enterprise,2,kmeans_plain
371,High Efficiency Image File Format,2,kmeans_plain
372,Hyperledger,2,kmeans_plain
373,IPhone SE,2,kmeans_plain
374,Java servlet,2,kmeans_plain
375,Jawed Karim,2,kmeans_plain
376,Juul,2,kmeans_plain
377,Kara Swisher,2,kmeans_plain
378,M-Pesa,2,kmeans_plain
379,MQTT,2,kmeans_plain
380,MacOS Sierra,2,kmeans_plain
381,Magic Leap,2,kmeans_plain
382,Memory card,2,kmeans_plain
383,Michele Romanow,2,kmeans_plain
384,Motorola,2,kmeans_plain
385,NetApp,2,kmeans_plain
386,OS X El Capitan,2,kmeans_plain
387,Pono (digital music service),2,kmeans_plain
388,Redmi,2,kmeans_plain
389,Ringtone,2,kmeans_plain
390,SAP SE,2,kmeans_plain
391,SCART,2,kmeans_plain
392,Skunkworks project,2,kmeans_plain
393,Television set,2,kmeans_plain
394,Vevo,2,kmeans_plain
395,Vimeo,2,kmeans_plain
396,Wireless LAN,2,kmeans_plain
397,Xamarin,2,kmeans_plain
398,Yahoo! Japan,2,kmeans_plain
399,Ben Thompson (writer),2,kmeans_plain
400,Centrifugal compressor,3,kmeans_plain
401,Charging station,3,kmeans_plain
402,Diesel engine,3,kmeans_plain
403,Differential (mechanical device),3,kmeans_plain
404,Direct-shift gearbox,3,kmeans_plain
405,Electric motor,3,kmeans_plain
406,Hybrid electric vehicle,3,kmeans_plain
407,Hydrogen vehicle,3,kmeans_plain
408,Radial engine,3,kmeans_plain
409,Scania AB,3,kmeans_plain
410,Stirling engine,3,kmeans_plain
411,Turbocharger,3,kmeans_plain
412,Airbag,3,kmeans_plain
413,Aircraft engine,3,kmeans_plain
414,Air–fuel ratio,3,kmeans_plain
415,Anti-lock braking system,3,kmeans_plain
416,Audi S and RS models,3,kmeans_plain
417,Automatic transmission,3,kmeans_plain
418,Automobile air conditioning,3,kmeans_plain
419,Automotive battery,3,kmeans_plain
420,Battery electric vehicle,3,kmeans_plain
421,Bearing (mechanical),3,kmeans_plain
422,Bogie,3,kmeans_plain
423,Camshaft,3,kmeans_plain
424,Carburetor,3,kmeans_plain
425,Carnot heat engine,3,kmeans_plain
426,Clutch,3,kmeans_plain
427,Crankshaft,3,kmeans_plain
428,Dual-clutch transmission,3,kmeans_plain
429,Dynamo,3,kmeans_plain
430,Electric generator,3,kmeans_plain
431,Engine,3,kmeans_plain
432,Exhaust gas recirculation,3,kmeans_plain
433,Flat engine,3,kmeans_plain
434,Flywheel energy storage,3,kmeans_plain
435,Ford Model T,3,kmeans_plain
436,Forklift,3,kmeans_plain
437,Formula One car,3,kmeans_plain
438,Four-stroke engine,3,kmeans_plain
439,Gas turbine,3,kmeans_plain
440,Gasoline direct injection,3,kmeans_plain
441,Governor (device),3,kmeans_plain
442,Heat engine,3,kmeans_plain
443,History of the internal combustion engine,3,kmeans_plain
444,Internal combustion engine,3,kmeans_plain
445,Limited-slip differential,3,kmeans_plain
446,MAN SE,3,kmeans_plain
447,Manual transmission,3,kmeans_plain
448,Mass flow sensor,3,kmeans_plain
449,Motor vehicle,3,kmeans_plain
450,On-board diagnostics,3,kmeans_plain
451,Oxygen sensor,3,kmeans_plain
452,Piston,3,kmeans_plain
453,Power steering,3,kmeans_plain
454,Radiator (engine cooling),3,kmeans_plain
455,Shock absorber,3,kmeans_plain
456,Spark plug,3,kmeans_plain
457,Start-stop system,3,kmeans_plain
458,Starter (engine),3,kmeans_plain
459,Steam engine,3,kmeans_plain
460,Steering,3,kmeans_plain
461,Tachometer,3,kmeans_plain
462,Tesla Powerwall,3,kmeans_plain
463,Tire-pressure monitoring system,3,kmeans_plain
464,Torque converter,3,kmeans_plain
465,Traction control system,3,kmeans_plain
466,Tractor,3,kmeans_plain
467,Two-stroke engine,3,kmeans_plain
468,VR6 engine,3,kmeans_plain
469,Vehicle,3,kmeans_plain
470,Volkswagen air-cooled engine,3,kmeans_plain
471,Wankel engine,3,kmeans_plain
472,Ackermann steering geometry,3,kmeans_plain
473,Automotive industry,3,kmeans_plain
474,Automotive industry in the United Kingdom,3,kmeans_plain
475,Chassis,3,kmeans_plain
476,Cubic centimetre,3,kmeans_plain
477,Cummins B Series engine,3,kmeans_plain
478,Fuel cell vehicle,3,kmeans_plain
479,Gear train,3,kmeans_plain
480,Immobiliser,3,kmeans_plain
481,Leaf spring,3,kmeans_plain
482,Petrol engine,3,kmeans_plain
483,Powertrain,3,kmeans_plain
484,Reciprocating engine,3,kmeans_plain
485,V12 engine,3,kmeans_plain
486,VTEC,3,kmeans_plain
487,Wheel and axle,3,kmeans_plain
488,Abacus,4,kmeans_plain
489,Bridge,4,kmeans_plain
490,CN Tower,4,kmeans_plain
491,Composting toilet,4,kmeans_plain
492,Glass,4,kmeans_plain
493,Incandescent light bulb,4,kmeans_plain
494,Industrial Revolution,4,kmeans_plain
495,Lightning rod,4,kmeans_plain
496,Microwave oven,4,kmeans_plain
497,Packaging and labeling,4,kmeans_plain
498,Papermaking,4,kmeans_plain
499,Pigment,4,kmeans_plain
500,Plywood,4,kmeans_plain
501,Printing,4,kmeans_plain
502,Seismometer,4,kmeans_plain
503,Slide rule,4,kmeans_plain
504,Suspension bridge,4,kmeans_plain
505,Thomas Edison,4,kmeans_plain
506,Windmill,4,kmeans_plain
507,AC power plugs and sockets,4,kmeans_plain
508,Adhesive,4,kmeans_plain
509,Agricultural machinery,4,kmeans_plain
510,Architectural drawing,4,kmeans_plain
511,Artificial turf,4,kmeans_plain
512,Assembly line,4,kmeans_plain
513,Balloon,4,kmeans_plain
514,Barbed wire,4,kmeans_plain
515,Beacon,4,kmeans_plain
516,Bed,4,kmeans_plain
517,Benjamin Franklin,4,kmeans_plain
518,Binoculars,4,kmeans_plain
519,Block and tackle,4,kmeans_plain
520,Breathalyzer,4,kmeans_plain
521,Bronze Age,4,kmeans_plain
522,Bunsen burner,4,kmeans_plain
523,Calipers,4,kmeans_plain
524,Camera obscura,4,kmeans_plain
525,Camping,4,kmeans_plain
526,Canal,4,kmeans_plain
527,Candle,4,kmeans_plain
528,Catapult,4,kmeans_plain
529,Catheter,4,kmeans_plain
530,Chronograph,4,kmeans_plain
531,Cinematography,4,kmeans_plain
532,Combine harvester,4,kmeans_plain
533,Concrete mixer,4,kmeans_plain
534,Construction,4,kmeans_plain
535,Conveyor belt,4,kmeans_plain
536,Corrugated fiberboard,4,kmeans_plain
537,Crane (machine),4,kmeans_plain
538,Creosote,4,kmeans_plain
539,Crossbow,4,kmeans_plain
540,Dental braces,4,kmeans_plain
541,Do it yourself,4,kmeans_plain
542,Drill,4,kmeans_plain
543,Eadweard Muybridge,4,kmeans_plain
544,Edison screw,4,kmeans_plain
545,Electronic cigarette,4,kmeans_plain
546,Elevator,4,kmeans_plain
547,Escalator,4,kmeans_plain
548,Factory,4,kmeans_plain
549,Fiber,4,kmeans_plain
550,FieldTurf,4,kmeans_plain
551,Flashlight,4,kmeans_plain
552,Food preservation,4,kmeans_plain
553,Fountain pen,4,kmeans_plain
554,Gas lighting,4,kmeans_plain
555,Gas mask,4,kmeans_plain
556,Glow stick,4,kmeans_plain
557,History of books,4,kmeans_plain
558,History of printing,4,kmeans_plain
559,History of the firearm,4,kmeans_plain
560,Home appliance,4,kmeans_plain
561,Hot air balloon,4,kmeans_plain
562,Inclined plane,4,kmeans_plain
563,Induction cooking,4,kmeans_plain
564,Invention,4,kmeans_plain
565,Iron Age,4,kmeans_plain
566,Knot,4,kmeans_plain
567,Lawn mower,4,kmeans_plain
568,Lever,4,kmeans_plain
569,Love lock,4,kmeans_plain
570,Machine tool,4,kmeans_plain
571,Mass production,4,kmeans_plain
572,Metal detector,4,kmeans_plain
573,Metallurgy,4,kmeans_plain
574,Mimeograph,4,kmeans_plain
575,Mining,4,kmeans_plain
576,Mortise and tenon,4,kmeans_plain
577,Offset printing,4,kmeans_plain
578,Open defecation,4,kmeans_plain
579,Orthographic projection,4,kmeans_plain
580,Orthotics,4,kmeans_plain
581,Overhead line,4,kmeans_plain
582,Paper,4,kmeans_plain
583,Paper size,4,kmeans_plain
584,Paperboard,4,kmeans_plain
585,Pascal's calculator,4,kmeans_plain
586,Pencil,4,kmeans_plain
587,Petronas Towers,4,kmeans_plain
588,Photocopier,4,kmeans_plain
589,Photography,4,kmeans_plain
590,Porcelain,4,kmeans_plain
591,Prosthesis,4,kmeans_plain
592,Pulley,4,kmeans_plain
593,Pulp (paper),4,kmeans_plain
594,Recumbent bicycle,4,kmeans_plain
595,Refrigerator,4,kmeans_plain
596,Samuel Morse,4,kmeans_plain
597,Scalpel,4,kmeans_plain
598,Screen printing,4,kmeans_plain
599,Second Industrial Revolution,4,kmeans_plain
600,Sewing machine,4,kmeans_plain
601,Sextant,4,kmeans_plain
602,Shelf life,4,kmeans_plain
603,Sieve,4,kmeans_plain
604,Simple machine,4,kmeans_plain
605,Siphon,4,kmeans_plain
606,Slot machine,4,kmeans_plain
607,Stent,4,kmeans_plain
608,Stone tool,4,kmeans_plain
609,Street light,4,kmeans_plain
610,Technical drawing,4,kmeans_plain
611,Technical drawing tool,4,kmeans_plain
612,Textile industry,4,kmeans_plain
613,Theodolite,4,kmeans_plain
614,Three-age system,4,kmeans_plain
615,Timeline of United States inventions (before 1890),4,kmeans_plain
616,Timeline of historic inventions,4,kmeans_plain
617,Tire,4,kmeans_plain
618,Toilet,4,kmeans_plain
619,Tool,4,kmeans_plain
620,Traffic light,4,kmeans_plain
621,Tram,4,kmeans_plain
622,Trebuchet,4,kmeans_plain
623,Typewriter,4,kmeans_plain
624,Vacuum cleaner,4,kmeans_plain
625,Vending machine,4,kmeans_plain
626,Vernier scale,4,kmeans_plain
627,Victoria and Albert Museum,4,kmeans_plain
628,Washing machine,4,kmeans_plain
629,Watt steam engine,4,kmeans_plain
630,Weighing scale,4,kmeans_plain
631,Wheel,4,kmeans_plain
632,Wootz steel,4,kmeans_plain
633,World's fair,4,kmeans_plain
634,Wrought iron,4,kmeans_plain
635,Air fryer,4,kmeans_plain
636,Backhoe,4,kmeans_plain
637,Ball bearing,4,kmeans_plain
638,Blueprint,4,kmeans_plain
639,Castile soap,4,kmeans_plain
640,Compass (drawing tool),4,kmeans_plain
641,Daguerreotype,4,kmeans_plain
642,Fastener,4,kmeans_plain
643,Flint,4,kmeans_plain
644,Gun,4,kmeans_plain
645,Kiln,4,kmeans_plain
646,Laundry,4,kmeans_plain
647,Lighter,4,kmeans_plain
648,Limelight,4,kmeans_plain
649,Loader (equipment),4,kmeans_plain
650,Monkey wrench,4,kmeans_plain
651,Nut (hardware),4,kmeans_plain
652,Oil lamp,4,kmeans_plain
653,Paternoster,4,kmeans_plain
654,Pen,4,kmeans_plain
655,Robert Fulton,4,kmeans_plain
656,Ruler,4,kmeans_plain
657,Sanitary sewer,4,kmeans_plain
658,Skeleton key,4,kmeans_plain
659,Spinning jenny,4,kmeans_plain
660,Sports equipment,4,kmeans_plain
661,Stenotype,4,kmeans_plain
662,Stopwatch,4,kmeans_plain
663,Toilet-related injuries and deaths,4,kmeans_plain
664,Torch,4,kmeans_plain
665,Torx,4,kmeans_plain
666,Vantablack,4,kmeans_plain
667,Vise,4,kmeans_plain
668,Wallpaper,4,kmeans_plain
669,Whale oil,4,kmeans_plain
670,Wire,4,kmeans_plain
671,Die casting,5,kmeans_plain
672,Injection moulding,5,kmeans_plain
673,Arc welding,5,kmeans_plain
674,Biodiesel,5,kmeans_plain
675,Carbon dioxide removal,5,kmeans_plain
676,Distillation,5,kmeans_plain
677,Evaporative cooler,5,kmeans_plain
678,Fuel cell,5,kmeans_plain
679,Geotechnical engineering,5,kmeans_plain
680,Glass production,5,kmeans_plain
681,Heat exchanger,5,kmeans_plain
682,Heat pump,5,kmeans_plain
683,Oil refinery,5,kmeans_plain
684,Recycling,5,kmeans_plain
685,Refrigeration,5,kmeans_plain
686,Reinforced concrete,5,kmeans_plain
687,Rolling (metalworking),5,kmeans_plain
688,Solar thermal energy,5,kmeans_plain
689,Vapor-compression refrigeration,5,kmeans_plain
690,Abrasive blasting,5,kmeans_plain
691,Absorption refrigerator,5,kmeans_plain
692,Algae fuel,5,kmeans_plain
693,Anemometer,5,kmeans_plain
694,Anodizing,5,kmeans_plain
695,Biodegradable plastic,5,kmeans_plain
696,Bioplastic,5,kmeans_plain
697,Bioreactor,5,kmeans_plain
698,Boiling water reactor,5,kmeans_plain
699,Calorimeter,5,kmeans_plain
700,Carbon fiber reinforced polymer,5,kmeans_plain
701,Carbon sequestration,5,kmeans_plain
702,Cavitation,5,kmeans_plain
703,Centrifugal fan,5,kmeans_plain
704,Centrifugal pump,5,kmeans_plain
705,Composite material,5,kmeans_plain
706,Compressive strength,5,kmeans_plain
707,Concentrated solar power,5,kmeans_plain
708,Coolant,5,kmeans_plain
709,Cylinder stress,5,kmeans_plain
710,Dangerous goods,5,kmeans_plain
711,Dye penetrant inspection,5,kmeans_plain
712,Electric arc furnace,5,kmeans_plain
713,Electric heating,5,kmeans_plain
714,Electrical discharge machining,5,kmeans_plain
715,Electrostatic precipitator,5,kmeans_plain
716,Energy storage,5,kmeans_plain
717,Engineered wood,5,kmeans_plain
718,Engineering drawing,5,kmeans_plain
719,Engineering tolerance,5,kmeans_plain
720,Expansion joint,5,kmeans_plain
721,Fatigue (material),5,kmeans_plain
722,Fertilizer,5,kmeans_plain
723,Fiberglass,5,kmeans_plain
724,Fibre-reinforced plastic,5,kmeans_plain
725,Flow measurement,5,kmeans_plain
726,Foam,5,kmeans_plain
727,Food irradiation,5,kmeans_plain
