article_id,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,vector_32,vector_33,vector_34,vector_35,vector_36,vector_37,vector_38,vector_39,vector_40,vector_41,vector_42,vector_43,vector_44,vector_45,vector_46,vector_47,vector_48,vector_49,vector_50,vector_51,vector_52,vector_53,vector_54,vector_55,vector_56,vector_57,vector_58,vector_59,vector_60,vector_61,vector_62,vector_63,vector_64,vector_65,vector_66,vector_67,vector_68,vector_69,vector_70,vector_71,vector_72,vector_73,vector_74,vector_75,vector_76,vector_77,vector_78,vector_79,vector_80,vector_81,vector_82,vector_83,vector_84,vector_85,vector_86,vector_87,vector_88,vector_89,vector_90,vector_91,vector_92,vector_93,vector_94,vector_95,vector_96,vector_97,vector_98,vector_99
12,-0.205864,0.09454,1.304704,-0.233591,-0.449106,-0.105034,-0.112169,-0.088479,0.021265,0.369127,0.302024,0.533736,-0.066003,-0.120912,0.935801,-0.550524,0.737873,0.125092,0.854554,0.166486,-0.373704,-0.370756,0.095782,-0.641667,0.465522,0.037353,-0.074652,0.230567,0.218928,-0.005841,0.593929,-0.380268,0.352019,-0.460777,0.273697,0.373808,0.103773,0.368497,0.211318,0.760542,-0.499611,-0.128712,-0.149151,-0.51787,0.160539,0.310736,0.336659,0.226177,0.095537,0.38473,0.589666,-0.29819,-0.458353,0.333319,0.082527,-0.323836,0.024053,0.095431,-0.373156,-0.062331,0.538484,-0.507867,-0.68911,-0.094169,-0.079804,-0.112508,0.189524,0.596641,-0.482535,0.01153,0.186285,0.718133,-0.1529,-0.002035,0.390811,-0.559348,-0.099572,-0.266012,-0.300974,0.519035,0.725783,0.711762,0.209945,-0.021266,-0.066219,0.332613,-0.057866,0.647277,-0.649882,-0.381302,-0.031675,0.231284,-0.176229,-0.11117,0.249561,-0.002174,-0.740842,-0.397434,0.456984,0.113888
13,0.297602,-0.402929,-0.076525,-0.334491,-0.079568,0.573631,0.087464,-0.523599,-0.448237,0.015386,0.27179,0.663728,0.130717,-0.3034,0.349382,0.506428,0.519348,-0.451261,0.096219,-0.016154,0.595173,0.345727,-0.261216,0.44386,-0.40995,0.044384,-0.716748,0.063904,0.090549,0.035898,0.709511,-0.636038,-0.180297,-0.182063,0.09777,0.732529,-0.131073,-0.307643,0.102735,0.307579,0.472299,-0.319145,-0.561018,-0.567808,0.225923,0.011891,1.014094,0.159654,0.052283,0.398125,0.613422,-0.238605,-0.341619,0.241387,0.297928,0.082905,0.306587,-0.697111,-0.457295,-0.467288,0.643852,0.067253,0.098758,-0.072075,0.612304,-0.544463,-0.063418,-0.540606,-0.830433,0.159171,0.684257,0.708313,0.088892,-0.287184,-0.823646,-0.203901,-0.700931,0.569785,-0.634963,0.136474,0.26942,0.939862,-0.181543,0.295797,0.760621,0.284781,0.048134,-0.353056,-0.130318,-0.358895,-0.131736,0.481877,0.117838,0.186963,0.644427,0.351874,-0.4633,-0.339089,0.200721,0.552862
14,-0.186906,-0.085059,0.32984,0.030024,0.077062,-0.812702,-0.40289,-0.305979,0.067696,0.503509,0.31789,0.357794,0.279236,-0.359547,0.035893,0.116586,0.25403,-0.430783,0.075953,-0.337093,0.616417,-0.338879,-0.139002,-0.205196,-0.218744,0.024503,-0.354083,-0.349816,0.039999,0.182136,0.514213,-0.729889,-0.598428,-0.447791,-0.431587,-0.102804,-0.538944,0.036508,0.443623,-0.28396,0.088567,-0.350262,0.399121,0.078133,-0.141683,0.574693,-0.104649,0.182158,0.054607,0.609973,-0.170434,-0.056377,0.290023,-0.552116,0.037191,-0.15392,0.616626,-0.099033,-0.71531,-0.247526,-0.136888,0.473653,-0.077689,0.598248,0.199117,0.351415,0.740758,0.230305,0.330213,0.352088,0.761116,0.60372,-0.186304,-0.207392,-0.176643,0.201345,-0.420607,-0.000342,-0.482392,0.123654,-0.244015,0.595484,-0.191898,-0.081533,0.291395,0.707159,-0.106228,-0.142138,0.301334,-0.165508,-0.046275,0.425728,-0.19056,0.034953,-0.25764,-0.044,-0.491329,-0.167715,-0.226627,-0.214452
15,-0.172454,0.130186,0.371351,-0.436155,0.115349,-0.355053,-0.17492,-0.540414,0.68515,0.570608,0.177548,0.306633,-0.649581,-0.572991,0.295271,0.017574,0.421289,-0.130161,0.244683,0.306046,0.396009,-0.135924,-0.414717,-0.080088,-0.717072,-0.339867,-0.191951,-0.221319,-0.221968,-0.042617,0.382854,-0.275835,-0.422168,-0.021027,-0.549394,0.318779,-0.273389,0.133465,-0.217326,0.347589,-0.167266,0.185078,-0.17484,-0.236286,0.046546,0.241233,0.672056,0.329744,0.622644,0.382603,-0.125023,0.229809,0.182167,0.111997,-0.306014,-0.240697,0.391225,-0.635808,-0.522536,-0.004489,0.536412,0.385782,-0.332637,0.17162,-0.77781,0.534711,0.620544,0.09326,0.042296,-0.071745,0.029656,-0.137633,-0.00541,-0.074958,-0.340551,-0.309079,-0.658948,0.064734,-0.396123,-0.22567,-0.283039,0.595022,0.193459,-0.171335,-0.023781,0.669299,-0.20512,-0.034449,-0.188403,0.186156,-0.271651,0.087749,0.289808,-0.11723,0.217457,0.403881,0.179946,-0.529375,-0.155999,0.29494
16,-0.350563,0.141836,0.666177,0.056358,0.324177,-0.149341,-0.026836,-0.004063,-0.49593,0.10018,0.137232,0.470564,-0.775438,-0.037401,0.403047,-0.115177,0.934946,-0.119306,1.395821,-0.299196,0.76734,0.165965,-0.978419,-0.269219,-1.094169,-0.5015,-0.008731,-0.02054,0.641494,0.229687,1.005143,-0.261582,-1.51721,-0.111326,-0.825141,0.979079,0.322823,-0.234101,0.715779,-0.079437,0.097755,0.080708,0.097769,-0.594678,0.590771,0.628663,-0.298382,0.255304,0.095351,0.491472,0.081295,-0.76537,0.048373,-0.21796,-0.523513,-0.126958,0.310052,-0.239019,-0.516755,-0.194876,0.217687,0.429672,0.223716,0.192309,0.225525,-0.034767,0.418284,-0.07236,-0.153956,0.051969,0.025811,0.4116,0.109743,0.116078,-1.108913,-1.356202,0.220539,-0.052114,-0.933263,0.297469,-0.022685,0.859794,-0.626844,0.054275,-0.277419,0.669973,-0.656483,0.121528,-0.032243,-0.327126,0.236412,0.193605,-0.077847,-0.245599,-0.499337,0.573638,0.090922,-0.982609,-0.331042,-0.389942
17,-0.180584,-0.054979,0.109792,-0.869478,-0.004949,-0.615445,-0.37373,-0.392295,0.312812,0.738704,0.134807,0.4206,-0.095246,-0.232002,-0.62469,-0.196399,0.583281,0.280503,0.287541,0.735483,-0.441869,-0.432872,-0.184782,-0.415887,0.066947,-0.091683,-0.123028,-0.023644,0.337686,0.000185,0.530799,0.100916,-0.658537,0.145243,-0.659063,0.191261,0.537162,0.405007,0.487936,0.495254,-0.03501,-0.236808,-0.24061,-0.113838,0.442566,0.351463,0.533018,0.062597,-0.393778,0.959258,0.628089,-0.389704,0.076457,0.24638,0.522946,0.001746,0.355232,-0.341084,-0.437693,0.012908,0.20226,-0.334429,0.061911,0.111685,-0.066952,0.157993,0.546066,0.110387,0.065885,0.120964,0.60455,-0.030816,0.566064,0.329487,-0.390342,-0.297709,-0.492819,-0.027403,-0.100305,-0.140496,-0.487371,0.106397,-0.071487,-0.116629,-0.047463,0.431513,0.132665,-0.366201,0.495552,0.204889,-0.126045,0.467442,0.134729,-0.16552,-0.62019,0.138976,-0.291831,0.360788,0.508996,-0.21911
18,-0.134321,0.01433,0.06842,-0.351333,0.997692,0.246505,-0.477938,-0.873142,0.105324,-0.180402,0.292331,-0.416102,-0.233718,-0.340981,0.018136,0.149401,0.342918,0.411924,0.654094,0.022709,0.164142,-0.547199,-0.590056,0.335989,-0.427666,-0.251235,-0.113754,0.51174,0.225123,0.32414,1.191933,0.142577,-0.672307,-0.092813,0.904904,0.203496,0.294472,-0.279888,0.274543,0.914562,0.561894,-0.163384,0.570153,-0.49022,0.197513,0.250303,0.694143,-0.338569,0.243628,-0.037885,0.640872,-0.458415,0.582856,-0.087488,0.348035,-0.548325,-0.411309,-0.329437,-0.272327,-0.645047,0.004649,-0.105258,0.607101,-0.448209,-0.573229,0.348939,-0.807643,-0.332536,0.046621,0.217679,0.023438,-0.367814,-0.489342,0.069183,-0.367527,0.002958,-0.246854,-0.96291,-0.880933,0.367529,0.188852,0.851343,-0.283753,0.11008,-0.221959,0.592877,-0.44193,-0.122081,0.046198,-0.082529,0.044768,-0.192421,-0.393877,-0.273495,-0.329218,-0.010196,0.078789,-0.241154,0.092783,-0.145443
21,-0.10564,0.197186,0.329275,-0.365864,0.651077,-0.09168,-0.340538,-0.637168,-0.281732,0.135628,0.22743,0.129467,-0.582605,-0.124725,0.222653,0.34994,0.337455,0.333061,0.33351,0.230186,0.221098,-0.419922,-0.368378,-0.148516,-0.556168,0.310761,0.161537,0.248672,0.173778,0.63272,0.649071,-0.235401,-0.497496,0.385097,0.357215,0.381013,0.251839,0.190098,-0.235221,0.766083,0.368055,-0.26459,0.343954,-0.430463,0.271271,0.242517,0.603888,-0.569527,0.196119,-0.191461,0.63982,-0.402092,0.740209,0.054832,0.401563,-0.188668,-0.390663,-0.045393,-0.707976,-0.52576,0.121424,0.023893,0.137019,-0.496239,-0.250544,0.20566,-1.155164,-0.665415,0.062022,-0.076705,0.162831,0.137222,-0.700037,-0.595778,-0.551032,-0.722664,-0.022538,-0.98367,-1.48366,-0.20448,-0.213373,0.356588,-0.425433,-0.051081,0.058166,0.388286,-0.394196,0.047007,0.026465,-0.36134,0.094724,-0.307041,-0.570571,-0.055558,0.001247,0.088967,0.323519,0.148931,0.205896,-0.085677
22,-0.473132,-0.207977,0.189805,-0.387772,-0.052757,0.456662,-0.078342,0.107696,0.097114,-0.163517,0.51115,0.685172,0.093103,-0.744542,-0.000416,0.39511,-0.21098,-0.505523,0.674545,-0.087315,0.376756,-0.625552,-0.276856,-0.399477,-0.732094,-0.059392,-0.311638,0.358134,0.00829,-0.138322,-0.385557,-0.268488,-0.874439,0.076912,-0.52497,1.357246,0.437281,-0.155438,0.552289,0.153781,0.157474,-0.151709,0.265501,-0.496608,-0.39962,0.986163,0.719162,-0.15744,-0.19916,0.261089,0.312828,0.284262,0.535512,-0.58381,-0.385092,-0.022626,0.466021,0.451,-0.634973,0.070705,-0.0646,-0.308597,-0.121717,0.062084,0.399792,0.707194,0.497916,-0.152206,0.478665,0.544681,-0.015591,0.290575,0.331159,-0.517822,-0.509453,0.283707,0.016813,-1.11669,-1.012542,-0.247564,0.136079,0.608398,0.243479,0.389781,0.124949,0.950406,-0.448036,-0.064932,-0.228878,-0.488435,-0.11524,0.010426,-0.123808,-0.009102,-0.149413,0.695891,-0.340031,0.285972,0.027615,0.265165
23,-0.034956,-0.349394,0.500249,-0.199744,0.340594,-0.054906,0.054479,-0.576607,-0.006935,0.38086,0.906009,0.25906,-0.361499,0.332996,0.012592,0.346068,0.396062,0.245723,0.693004,-0.466249,0.162021,-0.160473,-0.42444,-0.200318,-0.614394,0.146653,-0.189428,0.113805,0.208469,-0.03738,0.490869,-0.288993,-0.565769,-0.418663,-0.329946,0.706782,-0.038973,-0.212633,0.313084,0.315599,-0.356716,0.242745,0.166955,-1.082707,-0.140018,0.157225,0.305595,0.273531,-0.517233,0.437185,0.439039,0.104634,0.27232,0.49966,0.139463,-0.254319,0.129564,-0.345009,-0.328525,-0.24321,-0.118081,0.045513,0.557672,0.342528,-0.198263,0.024088,-0.384347,-0.984443,-0.416573,0.143505,-0.090484,0.14243,-0.124963,-0.245716,-0.828074,-0.419468,-0.06484,-0.210647,-0.672504,-0.475228,0.068363,0.496276,0.015227,0.067118,0.073331,0.04622,-0.372853,-0.552648,-0.310315,-0.178699,0.034053,-0.12137,-0.351476,0.025878,-0.30364,0.047035,0.074886,-0.033861,-0.024163,-0.375938
24,-0.093764,-0.102541,0.875302,-0.527043,-0.355932,-0.348094,-0.097806,-0.582313,0.201728,0.534129,0.317266,-0.0553,-0.285714,-0.58873,0.637853,-0.089554,0.52432,0.399741,-0.016943,-0.252649,-0.302638,-0.239761,0.086286,-0.273491,-0.76094,-0.192575,-0.452968,-0.107141,0.528578,0.495955,0.029655,-0.645238,-0.602709,0.231896,-0.90208,0.354638,-0.085322,0.001854,0.29823,-0.245009,0.397701,-0.159742,-0.302225,-0.184755,-0.111039,0.154935,0.763834,0.241899,0.079419,0.324941,0.016356,-0.248772,0.039643,-0.097283,-0.050315,0.130344,0.516178,-0.198765,-0.425833,-0.587019,0.474762,0.140952,0.0792,0.183901,-0.302039,0.556688,0.073462,-0.164634,-0.292307,0.127985,-0.084428,0.228941,0.130291,-0.026463,-0.377148,-0.301441,-0.1185,-0.442072,-0.424786,-0.256262,-0.497367,0.209546,-0.140739,0.493117,-0.334197,0.554298,0.039204,-0.140864,0.557178,-0.312325,-0.03446,-0.23306,0.228742,0.024114,-0.490433,0.397215,-0.556629,0.175729,-0.121683,0.278246
25,-0.457877,0.057192,0.175478,-0.235084,-0.174233,-0.181292,-0.037056,-0.813213,-0.188088,0.147328,0.382647,0.069844,0.13153,0.011194,0.378327,0.198872,0.500177,0.239081,0.416357,-0.278033,0.657803,-0.006982,-0.885002,0.133282,0.142537,0.066478,-0.018482,-0.385524,0.240613,0.148091,-0.049091,-0.00834,-0.355776,0.032885,-0.062524,0.587125,-0.158137,-0.057669,0.147703,0.208591,0.272585,-0.590811,-0.199639,0.045553,-0.600444,0.167693,0.674238,-0.183895,-0.086035,0.57725,0.333124,-0.324541,0.136254,-0.198443,-0.240247,-0.496371,0.54125,0.131701,-0.084138,-0.309562,0.123594,0.092685,0.18887,0.427255,-0.400764,0.668765,-0.543031,-0.837491,-0.036093,0.227411,0.133605,0.332227,0.220503,-0.281694,-0.496515,-0.037317,-0.099898,-0.199762,-0.867511,0.293712,-0.023293,-0.175739,0.222501,-0.304982,-0.119541,0.408237,-0.071863,-0.099422,0.196609,0.028503,0.087946,0.004734,0.203009,0.653284,0.017061,0.16214,-0.239016,-0.255072,0.237159,0.007844
28,0.258825,-0.002463,0.039829,-0.507596,-0.228574,-0.35939,-0.418735,-0.322085,-0.060636,0.326625,-0.08129,0.170377,-0.34497,-0.351212,0.013622,0.170535,0.567072,0.368732,-0.091054,-0.034135,-0.129717,-0.040064,-0.075781,0.244943,-0.605138,0.268159,0.121667,0.273175,0.073218,0.333308,0.44993,0.031603,-0.782059,0.40796,-0.192191,0.108725,-0.649331,0.496113,0.32141,0.339928,0.169803,-0.481077,-0.477045,-0.07096,0.041289,0.412931,0.604412,0.172557,-0.574413,0.403358,-0.24534,-0.057499,-0.153795,0.425068,0.007816,-0.290955,0.416011,-0.207368,-0.350575,-0.619163,0.048037,-0.069375,0.225254,-0.05369,-0.432513,0.158385,0.081669,-0.146185,-0.476071,-0.415771,0.823571,0.121678,0.463703,-0.423978,-0.00531,0.237448,-0.849286,-0.432375,-0.286044,0.318343,-0.152593,-0.172454,0.019166,0.052152,-0.136124,0.322169,0.115591,-0.508386,0.476959,-0.047827,-0.246582,0.043937,-0.330071,0.040487,-0.271773,-0.178116,-0.313488,-0.173244,0.329603,-0.149895
